BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_30,eth2_10,eth2_23,eth2_34,eth2_66,eth2_93,eth2_35,eth2_21,eth2_14,eth2_12,eth2_unk
330170805004,1345,522,516,307,0,0,1125,24,0,36,24,136,1125,22,7,14,11,11,2,0,3,3,6,1,136
330170811011,581,224,237,120,0,0,483,17,9,23,10,39,483,16,4,5,12,4,1,9,1,1,1,2,39
330170811012,1602,547,675,380,0,0,1347,39,4,29,22,161,1347,37,5,11,3,8,2,4,6,4,3,3,161
330170811013,627,204,234,189,0,0,542,17,0,8,8,52,542,17,0,0,2,5,0,0,1,2,0,0,52
330170811021,1599,570,649,380,0,0,1358,25,1,26,17,172,1358,24,2,5,8,7,1,1,1,7,2,2,172
330170812001,896,286,380,230,0,0,747,25,1,13,21,89,747,22,8,4,2,4,3,1,3,5,2,0,89
330170812002,590,188,239,163,0,0,494,11,4,10,10,61,494,11,2,4,5,3,0,4,0,0,0,0,61
330170812003,1312,474,507,331,0,0,1099,43,9,20,17,124,1099,41,5,5,6,3,2,8,5,3,2,1,124
330170812004,942,301,337,304,0,0,808,23,2,28,11,70,808,23,1,11,13,1,0,2,4,2,0,2,70
330170813001,1700,582,852,266,0,0,1412,39,4,26,28,191,1412,36,9,14,7,7,3,2,5,2,1,0,191
330170813002,1026,295,514,217,0,0,883,17,2,15,12,97,883,13,3,6,2,2,4,2,2,2,1,2,97
330170813003,1167,376,535,256,0,0,988,29,1,11,17,121,988,29,5,3,3,4,0,1,4,0,0,2,121
330170814001,575,162,216,197,0,0,473,16,1,12,16,57,473,14,6,10,1,4,2,1,0,0,0,1,57
330170814002,850,316,425,109,0,0,715,24,2,14,11,84,715,23,4,8,3,4,1,2,1,2,0,0,84
330170815001,1144,413,495,236,0,0,944,31,1,35,18,115,944,29,8,15,8,9,2,1,0,4,1,3,115
330170815002,875,311,429,135,0,0,729,31,4,14,7,90,729,29,1,9,2,1,2,4,3,1,0,2,90
330170815003,559,195,269,95,0,0,470,12,3,7,9,58,470,12,7,1,0,1,0,3,0,5,0,0,58
330170815004,902,321,426,155,0,0,775,15,1,9,10,92,775,15,0,3,0,5,0,1,3,2,1,3,92
330170816001,1578,615,517,446,0,0,1361,20,3,25,15,154,1361,18,4,5,11,5,2,3,5,2,3,0,154
330170816002,933,334,351,248,0,0,810,22,0,21,15,65,810,19,3,2,10,6,3,0,0,3,3,3,65
330170816003,611,234,243,134,0,0,494,29,5,2,14,67,494,29,6,1,0,0,0,5,0,0,0,1,67
330170816004,1500,602,485,413,0,0,1251,44,5,35,28,137,1251,43,18,11,15,2,1,5,1,6,1,2,137
330170820001,1200,457,466,277,0,0,1052,20,1,5,5,117,1052,20,1,1,0,2,0,1,1,2,1,0,117
330170820002,857,331,264,262,0,0,756,12,1,6,5,77,756,12,1,1,1,1,0,1,0,0,2,2,77
330170830011,847,345,366,136,0,0,723,24,1,12,7,80,723,24,2,4,3,2,0,1,0,1,0,1,80
330170830012,1321,550,523,248,0,0,1119,44,3,11,17,127,1119,44,7,5,3,5,0,3,0,1,1,1,127
330170830013,1096,396,385,315,0,0,985,18,2,12,13,66,985,14,6,2,0,2,4,2,2,2,1,3,66
330170830014,649,246,282,121,0,0,574,14,1,6,5,49,574,14,2,2,2,1,0,1,1,0,1,1,49
330170830015,787,332,275,180,0,0,658,28,1,14,16,70,658,28,1,5,4,2,0,1,5,0,1,0,70
330170830021,811,306,281,224,0,0,687,23,1,19,12,69,687,22,2,9,3,1,1,1,1,3,2,2,69
330170830022,797,342,274,181,0,0,669,19,0,20,13,76,669,16,8,11,1,4,3,0,1,2,2,0,76
330170830023,548,193,237,118,0,0,447,26,1,11,8,55,447,26,3,6,3,2,0,1,0,0,1,0,55
330170830024,577,210,199,168,0,0,516,11,0,5,5,40,516,11,2,1,0,2,0,0,0,1,1,2,40
330170830025,458,204,159,95,0,0,392,20,0,3,2,41,392,19,1,1,0,1,1,0,0,0,0,1,41
330170841001,1005,418,293,294,0,0,856,23,2,12,14,98,856,19,2,2,7,8,4,2,0,0,2,1,98
330170841002,671,256,193,222,0,0,602,16,0,5,5,43,602,16,2,1,1,3,0,0,0,0,2,0,43
330170841003,1431,509,456,466,0,0,1266,26,1,5,14,119,1266,24,2,2,2,4,2,0,3,1,0,0,119
330170841004,732,282,200,250,0,0,666,9,0,9,3,45,666,9,1,1,4,2,0,0,0,1,0,0,45
330170842011,806,334,245,227,0,0,727,12,0,3,10,54,727,12,1,1,0,2,0,0,2,1,0,1,54
330170842012,926,383,252,291,0,0,807,22,0,8,12,77,807,22,8,1,2,1,0,0,0,1,2,0,77
330170842013,1172,444,395,333,0,0,1034,29,2,15,15,77,1034,25,4,1,4,5,4,2,1,2,1,6,77
330170842021,1053,410,326,317,0,0,939,16,0,9,14,75,939,16,0,1,5,7,0,0,3,1,0,0,75
330170842022,546,215,157,174,0,0,499,12,0,7,5,23,499,12,1,1,1,1,0,0,1,4,0,0,23
330170842023,957,338,295,324,0,0,873,11,1,1,5,66,873,11,0,1,0,1,0,1,0,0,0,0,66
330170843011,425,161,132,132,0,0,374,6,0,1,4,40,374,6,0,0,1,1,0,0,1,0,0,0,40
330170843012,466,199,164,103,0,0,402,10,0,7,3,44,402,10,2,2,1,0,0,0,0,0,0,2,44
330170843013,1097,479,332,286,0,0,948,35,0,9,9,96,948,30,3,7,0,1,5,0,3,1,1,0,96
330170843021,1074,454,339,281,0,0,951,20,1,14,10,78,951,19,4,3,5,2,1,1,2,2,2,1,78
330170843022,884,354,321,209,0,0,762,28,0,7,11,76,762,26,2,2,0,3,2,0,4,1,1,1,76
330170843023,621,230,220,171,0,0,549,11,1,0,3,57,549,11,0,0,0,0,0,1,1,0,0,0,57
330170844001,833,378,249,206,0,0,739,13,0,4,14,63,739,13,6,1,0,2,0,0,1,1,1,0,63
330170844002,353,169,121,63,0,0,311,15,2,2,2,21,311,15,0,0,1,0,0,2,2,0,0,0,21
330170844003,1005,479,315,211,0,0,877,38,3,6,10,71,877,37,4,1,3,3,1,3,0,2,0,0,71
330170844004,282,129,77,76,0,0,253,2,1,0,4,22,253,2,2,0,0,0,0,1,0,0,0,0,22
330170845001,718,250,204,264,0,0,629,11,6,4,5,63,629,10,0,3,1,4,1,6,0,0,0,0,63
330170845002,2210,862,627,721,0,0,1930,49,1,40,31,159,1930,46,6,6,23,14,3,1,3,5,5,1,159
330170846001,2116,842,599,675,0,0,1880,48,1,13,12,162,1880,41,3,5,2,1,7,1,3,4,1,0,162
330170850011,1664,615,583,466,0,0,1423,40,4,10,13,174,1423,37,7,2,4,3,3,4,1,1,1,0,174
330170850012,1161,406,362,393,0,0,1001,22,0,8,14,116,1001,21,2,4,1,8,1,0,1,2,1,0,116
330170850021,1313,480,427,406,0,0,1127,24,2,5,22,133,1127,23,6,3,0,6,1,2,6,1,1,0,133
330170850022,1402,544,435,423,0,0,1212,17,7,10,14,142,1212,17,5,3,2,1,0,7,3,3,1,0,142
330170850023,1633,603,538,492,0,0,1427,30,3,22,13,138,1427,30,3,5,8,5,0,3,3,1,3,3,138
330170860001,1666,702,407,557,0,0,1477,29,0,4,24,132,1477,26,8,1,2,5,3,0,0,0,0,1,132
330170860002,1600,702,399,499,0,0,1408,20,0,11,17,144,1408,17,3,1,4,1,3,0,4,3,2,1,144
330170870011,827,289,257,281,0,0,722,18,1,4,3,79,722,16,1,1,0,0,2,1,0,0,3,0,79
330170870012,935,351,271,313,0,0,823,15,0,19,5,73,823,13,2,5,3,0,2,0,0,1,7,0,73
330170870013,674,228,227,219,0,0,619,10,1,2,1,41,619,10,0,0,1,1,0,1,0,1,0,0,41
330170870021,1235,484,303,448,0,0,1113,15,0,4,10,93,1113,13,6,1,1,1,2,0,0,0,2,0,93
330170870022,813,303,198,312,0,0,741,10,1,2,3,56,741,10,3,0,0,0,0,1,0,0,0,2,56
330170880001,702,250,197,255,0,0,627,15,2,6,7,45,627,14,4,2,0,2,1,2,0,1,0,3,45
330170880002,884,334,254,296,0,0,805,8,0,5,6,60,805,7,0,2,0,2,1,0,0,0,1,2,60
330170880003,1673,589,432,652,0,0,1512,33,0,4,17,107,1512,33,5,1,1,5,0,0,1,0,2,0,107
330170885001,1282,516,269,497,0,0,1145,24,0,3,8,102,1145,21,2,0,1,3,3,0,0,1,0,0,102
330170885002,920,400,194,326,0,0,813,8,0,7,12,80,813,6,5,1,1,3,2,0,0,0,1,4,80
330170885003,1244,526,260,458,0,0,1131,15,0,4,11,83,1131,11,1,1,1,5,4,0,4,0,1,1,83
330039551011,1886,818,651,417,0,0,1629,28,1,9,26,193,1629,25,6,2,3,8,3,1,7,1,1,0,193
330039551021,466,207,151,108,0,0,409,10,3,4,6,34,409,10,4,1,3,1,0,3,0,0,0,0,34
330039551022,733,309,201,223,0,0,646,17,0,8,14,48,646,17,1,0,7,6,0,0,3,0,0,1,48
330039551023,497,184,202,111,0,0,431,5,0,3,1,57,431,2,0,0,1,1,3,0,0,0,1,1,57
330039553011,724,287,205,232,0,0,651,9,0,3,7,54,651,9,1,0,2,2,0,0,4,0,1,0,54
330039553012,776,342,271,163,0,0,679,16,0,10,3,68,679,15,0,3,3,2,1,0,1,1,1,1,68
330039553013,417,181,98,138,0,0,384,2,0,3,3,25,384,2,0,1,0,3,0,0,0,0,0,2,25
330039553014,340,139,130,71,0,0,307,3,0,3,2,25,307,3,0,0,3,1,0,0,0,0,0,0,25
330039553021,904,380,301,223,0,0,784,8,1,10,23,78,784,7,7,5,1,7,1,1,2,3,0,1,78
330039553022,592,275,180,137,0,0,520,20,0,2,4,46,520,19,1,1,0,2,1,0,0,0,1,0,46
330039553023,768,347,230,191,0,0,647,18,0,20,9,74,647,17,6,7,7,1,1,0,2,4,2,0,74
330039554011,496,200,159,137,0,0,432,8,1,5,8,42,432,7,4,0,4,1,1,1,0,1,0,0,42
330039554012,537,218,179,140,0,0,475,11,0,4,9,38,475,11,0,2,0,2,0,0,3,0,1,1,38
330039554013,731,317,217,197,0,0,647,7,0,5,10,62,647,7,5,0,2,2,0,0,0,1,2,0,62
330039554021,546,223,185,138,0,0,472,4,0,12,5,53,472,4,1,2,7,1,0,0,0,1,0,1,53
330039554022,1012,409,271,332,0,0,889,15,5,6,10,87,889,14,3,2,1,2,1,5,3,2,0,0,87
330039555001,1197,502,345,350,0,0,1045,20,2,9,23,98,1045,18,4,2,4,6,2,2,6,0,3,0,98
330039555002,744,360,196,188,0,0,652,13,0,6,6,67,652,11,0,0,4,2,2,0,2,0,2,0,67
330039555003,267,105,79,83,0,0,228,7,1,2,3,26,228,6,0,1,1,1,1,1,0,0,0,0,26
330039556011,1128,396,351,381,0,0,995,14,0,3,5,111,995,12,1,0,0,2,2,0,1,0,0,3,111
330039556012,1221,330,499,392,0,0,1087,9,0,10,13,102,1087,9,2,2,1,3,0,0,0,2,3,2,102
330039556021,1374,552,389,433,0,0,1227,16,2,3,10,116,1227,16,2,1,1,2,0,2,2,0,0,1,116
330039556022,627,197,252,178,0,0,564,9,0,3,1,50,564,8,0,1,1,0,1,0,1,1,0,0,50
330039558011,704,360,140,204,0,0,623,15,0,1,10,55,623,15,1,0,1,3,0,0,4,0,0,0,55
330039558012,428,188,96,144,0,0,370,7,1,3,8,39,370,6,2,1,0,4,1,1,0,2,0,0,39
330039558021,458,203,118,137,0,0,410,8,0,3,2,35,410,7,1,0,1,1,1,0,0,0,2,0,35
330039558022,231,96,48,87,0,0,201,3,0,1,2,24,201,2,2,0,1,0,1,0,0,0,0,0,24
330039558023,576,278,110,188,0,0,521,8,0,3,9,35,521,5,2,2,0,6,3,0,1,0,1,0,35
330039559011,749,279,170,300,0,0,669,12,1,2,9,56,669,12,2,2,0,3,0,1,1,0,0,0,56
330039559012,884,347,188,349,0,0,789,10,0,5,8,72,789,9,0,0,3,4,1,0,1,0,1,1,72
330039559021,742,278,158,306,0,0,650,11,0,6,3,72,650,10,1,1,1,2,1,0,0,0,4,0,72
330039559022,752,268,187,297,0,0,672,19,0,3,8,50,672,16,3,1,1,3,3,0,0,1,0,0,50
330039560001,771,347,144,280,0,0,656,18,0,3,9,85,656,15,1,1,0,6,3,0,0,2,0,0,85
330039560002,518,215,121,182,0,0,467,4,0,6,0,41,467,4,0,2,0,0,0,0,0,0,1,3,41
330039560003,453,178,103,172,0,0,397,12,0,4,4,36,397,11,1,2,0,3,1,0,0,1,1,0,36
330039560004,936,370,189,377,0,0,848,10,0,9,4,65,848,10,2,0,0,1,0,0,0,1,2,4,65
330039560005,1133,477,240,416,0,0,1000,18,0,4,7,104,1000,15,2,1,0,4,3,0,0,0,1,2,104
330039560006,834,338,153,343,0,0,760,19,0,5,3,47,760,18,0,1,0,2,1,0,1,2,2,0,47
330039561011,941,297,241,403,0,0,830,14,0,5,15,77,830,14,1,1,2,6,0,0,1,1,0,1,77
330039561012,767,272,243,252,0,0,663,16,0,6,17,65,663,16,2,2,0,6,0,0,4,1,2,0,65
330039561013,433,128,128,177,0,0,391,4,0,4,1,33,391,4,1,2,0,0,0,0,0,0,2,0,33
330039561014,540,194,137,209,0,0,470,12,0,6,2,50,470,12,0,2,0,1,0,0,0,3,1,0,50
330039561021,652,217,163,272,0,0,566,13,0,6,1,66,566,13,0,3,0,1,0,0,0,2,1,0,66
330039561022,735,280,204,251,0,0,638,13,0,5,10,69,638,12,5,3,1,1,1,0,3,1,0,0,69
330039561023,1263,425,402,436,0,0,1116,17,0,9,17,104,1116,15,1,4,1,0,2,0,11,2,0,1,104
330039563011,556,221,153,182,0,0,485,15,0,2,9,45,485,14,3,0,0,3,1,0,0,0,0,2,45
330039563012,1193,449,249,495,0,0,1049,15,1,8,12,108,1049,14,2,5,1,4,1,1,3,0,1,1,108
330039563021,1449,552,323,574,0,0,1257,21,0,8,20,143,1257,20,4,4,0,3,1,0,4,2,2,0,143
330039563022,569,237,102,230,0,0,486,18,0,1,19,45,486,15,9,0,0,6,3,0,2,0,0,1,45
330039563023,449,150,115,184,0,0,405,8,0,0,8,28,405,8,2,0,0,0,0,0,3,0,0,0,28
330039564001,949,349,210,390,0,0,859,8,0,3,11,68,859,7,4,1,0,2,1,0,5,0,1,1,68
330039564002,774,264,169,341,0,0,686,14,0,2,6,66,686,14,0,0,2,1,0,0,0,0,0,0,66
330039564003,240,93,56,91,0,0,217,3,0,0,4,16,217,3,2,0,0,2,0,0,0,0,0,0,16
330130030011,775,295,206,274,0,0,663,20,3,7,12,70,663,17,10,4,3,0,3,3,2,0,0,0,70
330130030012,1393,546,418,429,0,0,1135,38,7,16,29,168,1135,34,9,6,6,9,4,7,3,3,1,0,168
330130030013,1134,382,266,486,0,0,957,41,1,11,21,103,957,38,6,4,4,6,3,1,6,1,1,1,103
330130030061,913,320,280,313,0,0,752,25,2,14,25,95,752,25,8,2,6,6,0,2,0,3,2,0,95
330130030062,1469,523,382,564,0,0,1255,28,6,16,37,127,1255,27,15,5,1,8,1,6,2,5,4,0,127
330130031001,1437,567,393,477,0,0,1232,37,0,3,24,141,1232,31,4,1,1,9,6,0,4,0,1,0,141
330130031002,910,345,284,281,0,0,786,12,2,11,9,90,786,12,1,4,4,5,0,1,0,0,0,2,90
330130031003,490,178,173,139,0,0,431,10,1,2,3,43,431,10,2,2,0,0,0,1,0,0,0,0,43
330130032011,1244,438,392,414,0,0,1108,22,2,4,7,101,1108,16,0,0,3,5,6,2,0,0,0,0,101
330130032012,1064,437,331,296,0,0,922,35,2,5,15,85,922,30,6,1,1,6,5,2,0,1,1,1,85
330130032013,1293,497,419,377,0,0,1151,26,1,3,13,99,1151,24,5,3,0,3,2,1,0,0,0,0,99
330130032021,566,211,189,166,0,0,486,9,2,9,6,54,486,9,3,1,4,0,0,2,0,0,1,1,54
330130032022,1195,438,326,431,0,0,1044,12,3,8,13,115,1044,11,5,4,1,3,1,3,0,1,2,0,115
330130300001,1110,408,264,438,0,0,981,25,0,3,10,91,981,25,1,0,0,5,0,0,0,1,2,0,91
330130300002,1114,401,242,471,0,0,963,22,2,4,13,110,963,20,2,0,1,6,2,2,0,0,0,3,110
330130310011,615,240,164,211,0,0,536,13,1,3,10,52,536,11,2,1,0,4,2,1,2,1,1,0,52
330130310012,1183,409,353,421,0,0,995,19,0,7,28,134,995,19,18,2,4,4,0,0,1,0,0,0,134
330130310013,1392,453,459,480,0,0,1192,21,0,24,16,139,1192,18,6,10,6,2,3,0,0,2,0,4,139
330130310021,1912,663,663,586,0,0,1655,30,0,31,36,160,1655,28,16,4,19,9,2,0,2,1,1,5,160
330130310022,1070,346,393,331,0,0,910,24,0,9,6,121,910,15,0,1,4,0,9,0,1,1,0,2,121
330130321001,1194,378,508,308,0,0,1008,16,7,23,20,120,1008,16,12,6,8,2,0,7,1,3,4,1,120
330130321002,1326,395,635,296,0,0,1138,20,0,13,17,138,1138,20,3,3,7,4,0,0,1,2,1,0,138
330130321003,727,234,314,179,0,0,621,9,1,7,21,68,621,8,6,2,1,4,1,1,10,2,1,0,68
330130322001,1197,467,510,220,0,0,1017,29,6,19,20,106,1017,29,11,5,2,1,0,6,0,7,1,2,106
330130322002,758,292,310,156,0,0,627,24,2,11,7,87,627,24,2,2,5,0,0,2,0,1,1,1,87
330130323001,644,255,294,95,0,0,535,17,0,8,8,76,535,14,3,0,3,3,3,0,0,0,1,4,76
330130323002,798,246,453,99,0,0,697,13,2,10,16,60,697,13,4,4,4,2,0,2,5,0,2,0,60
330130324001,766,257,363,146,0,0,636,19,2,14,16,79,636,19,3,6,3,6,0,2,2,1,1,3,79
330130324002,661,214,330,117,0,0,549,13,3,8,8,80,549,10,1,3,3,1,3,3,0,1,1,0,80
330130324003,1274,465,575,234,0,0,1061,37,4,14,20,138,1061,37,5,5,3,6,0,4,2,2,2,0,138
330130325001,1645,497,813,335,0,0,1360,31,2,33,29,190,1360,30,7,10,18,10,1,2,1,3,2,0,190
330130325002,1712,632,715,365,0,0,1396,40,8,55,26,187,1396,40,5,26,13,9,0,8,2,4,9,3,187
330130326001,717,247,316,154,0,0,586,12,2,10,15,92,586,12,6,7,1,4,0,2,1,0,0,1,92
330130326002,1091,393,448,250,0,0,904,12,7,19,15,134,904,11,7,6,4,1,1,7,3,2,5,2,134
330130327011,1213,466,452,295,0,0,1041,23,3,11,17,118,1041,22,3,3,0,7,1,3,1,2,4,0,118
330130327061,852,335,294,223,0,0,748,20,1,8,8,67,748,20,3,2,3,1,0,1,1,0,3,0,67
330130327062,978,430,334,214,0,0,809,38,10,18,20,83,809,37,5,2,11,1,1,9,2,0,3,2,83
330130327063,1073,403,377,293,0,0,905,43,3,8,14,100,905,41,1,2,1,3,2,3,1,0,3,2,100
330130328001,1884,717,681,486,0,0,1623,35,0,39,29,158,1623,32,4,9,26,10,3,0,4,1,0,3,158
330130328002,1503,554,485,464,0,0,1314,28,1,20,24,116,1314,27,4,5,7,9,1,1,0,2,2,2,116
330130328003,817,283,355,179,0,0,712,10,1,10,14,70,712,6,4,1,4,0,4,1,5,2,1,0,70
330130329001,572,188,239,145,0,0,472,18,1,17,6,58,472,17,2,3,13,0,1,1,1,0,0,0,58
330130329002,1009,337,408,264,0,0,785,30,7,52,22,113,785,29,8,6,39,5,1,7,1,3,1,0,113
330130329003,889,245,428,216,0,0,708,27,7,48,17,82,708,27,13,3,37,0,0,7,0,2,4,0,82
330130330001,746,264,183,299,0,0,663,6,1,8,8,60,663,3,6,1,0,0,3,1,1,6,0,1,60
330130330002,972,400,242,330,0,0,881,8,0,7,8,68,881,8,2,5,0,3,0,0,0,0,1,1,68
330130340001,1159,443,254,462,0,0,1031,18,0,3,14,93,1031,17,1,1,1,3,1,0,3,0,1,0,93
330130340002,1379,560,297,522,0,0,1247,17,0,4,13,98,1247,16,4,0,0,6,1,0,1,2,2,0,98
330130340003,1033,395,253,385,0,0,896,16,0,9,16,96,896,11,6,3,3,6,5,0,0,1,1,1,96
330130350001,1045,420,259,366,0,0,907,20,2,10,10,96,907,19,5,2,3,1,1,2,2,4,1,0,96
330130350002,924,374,215,335,0,0,828,24,2,3,5,62,828,24,2,1,0,1,0,2,0,0,1,0,62
330130350003,820,300,197,323,0,0,697,25,0,5,8,85,697,25,2,1,0,4,0,0,0,4,0,0,85
330130360001,763,285,146,332,0,0,674,11,0,4,11,63,674,11,1,3,0,4,0,0,1,0,1,0,63
330130360002,1238,478,262,498,0,0,1128,10,0,7,5,88,1128,8,2,2,4,2,2,0,1,1,0,0,88
330130360003,908,358,257,293,0,0,799,18,1,2,7,81,799,14,0,1,0,2,4,1,0,1,0,0,81
330130360004,1156,420,239,497,0,0,1029,15,0,11,14,87,1029,15,3,0,1,1,0,0,4,2,6,0,87
330130370001,1992,952,550,490,0,0,1733,43,0,16,34,166,1733,41,9,8,2,19,2,0,0,1,3,2,166
330130380001,1044,382,283,379,0,0,939,19,0,8,9,69,939,19,5,2,4,0,0,0,1,0,1,1,69
330130380002,841,344,224,273,0,0,716,26,0,14,7,78,716,25,1,5,4,4,1,0,1,1,1,0,78
330130380003,815,322,252,241,0,0,727,14,0,2,3,69,727,14,1,1,0,0,0,0,2,1,0,0,69
330130385001,1142,486,344,312,0,0,988,31,0,6,10,107,988,29,1,0,4,2,2,0,0,1,0,0,107
330130385002,1077,485,288,304,0,0,957,15,1,2,17,85,957,15,3,1,0,5,0,1,3,0,1,0,85
330130385003,1757,862,373,522,0,0,1564,20,0,9,22,142,1564,20,4,0,3,7,0,0,6,3,0,3,142
330130390001,605,186,244,175,0,0,525,2,0,3,11,64,525,2,7,3,0,2,0,0,1,0,0,0,64
330130390002,953,280,423,250,0,0,837,16,0,5,11,84,837,16,4,1,2,4,0,0,0,0,2,0,84
330130390003,1044,293,459,292,0,0,910,20,0,6,13,95,910,18,4,1,2,3,2,0,5,1,2,0,95
330130390004,1183,278,591,314,0,0,1027,17,0,9,12,118,1027,17,3,5,1,4,0,0,0,2,1,0,118
330130390005,932,252,409,271,0,0,824,16,2,4,13,73,824,13,2,0,1,4,3,2,4,3,0,0,73
330130400001,1192,427,373,392,0,0,1020,22,0,8,9,133,1020,21,3,5,0,2,1,0,3,0,2,1,133
330130400002,1245,543,498,204,0,0,963,79,27,14,14,148,963,76,3,4,6,7,3,27,0,2,1,1,148
330130400003,1216,493,355,368,0,0,1052,21,4,9,9,121,1052,18,2,2,2,1,3,4,0,2,2,1,121
330130405011,1366,550,392,424,0,0,1225,15,1,4,7,114,1225,14,1,0,1,1,1,1,1,0,0,3,114
330130405021,856,347,276,233,0,0,761,16,0,11,7,61,761,16,1,1,2,2,0,0,0,1,3,2,61
330130405022,1390,608,374,408,0,0,1194,15,0,9,23,149,1194,15,5,2,4,3,0,0,5,1,1,0,149
