FULLCODE,total_reg,party_rep,party_npp,party_dem,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
20091052609,4424,2179,1110,1099,36,0,0,3530,137,12,141,83,521
20091052610,4052,1721,1126,1156,49,0,0,3245,177,62,102,59,407
20091052611,1873,852,451,555,15,0,0,1534,71,21,29,29,189
20091052612,2198,1048,535,582,33,0,0,1784,78,19,33,32,252
20091052613,4997,2161,1307,1471,58,0,0,4021,196,54,149,83,494
20091052701,3654,1786,888,918,62,0,0,2999,258,5,19,49,324
20091052702,1551,841,360,334,16,0,0,1319,45,2,10,33,142
20091052803,2283,751,722,779,31,0,0,1551,215,162,59,59,237
20091052804,3832,2195,811,785,41,0,0,3224,85,11,87,65,360
20091052805,5133,2295,1324,1458,56,0,0,4081,250,64,94,121,523
20091052806,3961,1635,1047,1239,40,0,0,3115,169,84,103,96,394
20091052807,3444,1690,782,939,33,0,0,2752,110,14,124,65,379
20091052904,2214,876,626,676,36,0,0,1709,134,34,63,33,241
20091052905,1762,476,562,694,30,0,0,1102,269,140,48,36,167
20091052906,2818,1026,868,873,51,0,0,2139,233,98,39,49,260
20091052907,2368,804,697,826,41,0,0,1710,197,125,74,48,214
20091052908,3145,1116,907,1077,45,0,0,2338,232,109,80,77,309
20091052910,3116,1436,697,939,44,0,0,2517,123,56,96,60,264
20091053004,2766,1104,717,911,34,0,0,2177,104,42,71,78,294
20091053005,1163,425,309,413,16,0,0,884,64,47,27,32,109
20091053006,2635,1156,626,827,26,0,0,2123,92,39,28,41,312
20091053007,3262,1353,901,967,41,0,0,2486,150,77,110,74,365
20091053008,3303,1461,819,987,36,0,0,2571,125,70,93,81,363
20091053009,3983,2045,873,1025,40,0,0,3148,115,20,153,98,449
20091053010,3496,1853,764,857,22,0,0,2756,92,8,159,86,395
20091053011,1735,794,409,518,14,0,0,1336,70,13,112,29,175
20091053012,2282,903,588,773,18,0,0,1762,85,57,91,55,232
20091053013,1582,668,379,517,18,0,0,1127,92,22,89,50,202
20091053101,2914,1197,719,957,41,0,0,2281,108,27,89,85,324
20091053102,3034,1302,743,944,45,0,0,2375,102,32,97,69,359
20091053105,2110,698,627,767,18,0,0,1507,125,68,131,63,216
20091053108,3457,1494,850,1084,29,0,0,2694,125,30,153,103,352
20091053109,1592,586,459,533,14,0,0,1079,51,25,194,78,165
20091053110,2676,1208,697,748,23,0,0,2050,69,13,205,102,237
20091053201,1828,911,372,537,8,0,0,1470,44,5,58,49,202
20091053202,2974,1327,603,1017,27,0,0,2318,72,22,73,84,405
20091053203,4033,2037,880,1092,24,0,0,3079,120,25,137,142,530
20091053301,4471,2358,886,1185,42,0,0,3528,95,12,165,109,562
20091053302,5713,3041,1079,1548,45,0,0,4666,103,25,155,131,633
20091053403,2464,1074,681,688,21,0,0,1861,132,27,126,67,251
20091053409,2901,1541,675,661,24,0,0,2174,76,47,126,108,370
20091053411,3771,1859,956,923,33,0,0,3034,91,17,90,145,394
20091053413,2714,1249,686,748,31,0,0,1968,109,22,197,73,345
20091053414,2057,914,546,577,20,0,0,1495,73,22,124,100,243
20091053415,2449,1063,623,735,28,0,0,1851,90,50,85,100,273
20091053417,2990,1464,687,820,19,0,0,2122,75,18,232,164,379
20091053418,2898,1204,848,816,30,0,0,2009,112,29,237,174,337
20091053419,1189,657,238,289,5,0,0,983,19,10,26,31,120
20091053421,2720,1232,733,732,23,0,0,2120,80,24,168,75,253
20091053422,1955,1015,472,444,24,0,0,1479,50,12,122,89,203
20091053423,4715,2389,1227,1062,37,0,0,3434,111,18,379,277,496
20091053425,2137,1007,552,557,21,0,0,1646,67,18,113,78,215
20091053426,3973,1838,1050,1033,52,0,0,3119,139,39,153,111,412
20091053427,3247,1830,793,601,23,0,0,2465,64,6,216,145,351
20091053428,2398,1292,586,496,24,0,0,1744,50,11,210,132,251
20091053429,3574,1959,795,793,27,0,0,2534,87,17,293,185,458
20091053430,3717,1907,885,890,35,0,0,2857,79,6,201,125,449
20091053431,1867,1016,434,397,20,0,0,1473,33,4,86,55,216
20091053502,1466,534,416,485,31,0,0,1058,142,79,19,22,146
20091053506,2613,1156,686,741,30,0,0,2086,119,33,75,51,249
20091053507,4282,1943,1096,1180,63,0,0,3463,230,55,71,79,384
20091053508,3975,1710,1070,1146,49,0,0,3203,226,62,55,47,382
20091053509,4698,1985,1307,1328,78,0,0,3630,225,94,137,84,528
20091053510,3478,1523,993,928,34,0,0,2719,182,49,127,74,327
20091053555,995,354,300,325,16,0,0,747,91,54,13,5,85
20091053556,1050,389,308,341,12,0,0,812,124,11,8,9,86
20091053557,978,406,275,283,14,0,0,746,119,13,9,9,82
20091053558,2066,838,582,618,28,0,0,1575,109,36,64,37,245
20091053559,2336,1079,635,591,31,0,0,1872,103,35,75,28,223
20091053560,2972,1583,690,665,34,0,0,2431,87,11,63,50,330
20091053601,955,380,283,281,11,0,0,764,92,14,10,2,73
20091053603,1713,816,421,460,16,0,0,1431,73,13,24,20,152
20091053604,2983,1159,831,942,51,0,0,2296,238,57,63,32,297
20091053701,1786,896,505,352,33,0,0,1547,66,1,5,17,150
20091053703,1928,866,594,437,31,0,0,1544,116,28,15,20,205
20091053705,1601,618,546,401,36,0,0,1277,120,20,23,11,150
20091053707,2777,1164,831,732,50,0,0,2265,147,31,37,10,287
20091053709,3662,1652,997,939,74,0,0,3004,201,32,34,28,363
20091053711,3155,1676,762,668,49,0,0,2654,87,14,48,30,322
20091053712,2765,1378,763,580,44,0,0,2286,102,31,30,27,289
20091053801,5526,2818,1483,1152,73,0,0,4653,182,29,32,52,578
20091053803,3516,1969,788,714,45,0,0,2955,110,6,39,77,329
20091053804,2537,1474,559,477,27,0,0,2028,56,1,86,85,281
20091980001,721,278,197,237,9,0,0,580,30,8,18,9,76
20091980003,0,0,0,0,0,0,0,0,0,0,0,0,0
20091980004,4,1,1,2,0,0,0,2,1,1,0,0,0
20091980005,4,0,2,2,0,0,0,4,0,0,0,0,0
20091980100,12,6,4,2,0,0,0,9,0,0,0,0,3
20123176600,2769,1895,523,339,12,0,0,2420,45,2,13,25,264
20123176700,1278,862,234,179,3,0,0,1107,8,3,8,25,127
20175965600,1153,744,252,151,6,0,0,829,263,0,5,8,48
20175965700,2645,1476,703,440,26,0,0,1643,728,15,79,19,161
20175965800,2088,899,717,449,23,0,0,1006,853,25,86,18,100
20175965900,2534,784,1018,697,35,0,0,860,1441,29,63,30,111
20175966000,1463,411,607,419,26,0,0,472,844,30,53,11,53
20189965100,428,322,73,33,0,0,0,347,54,0,2,2,23
20189965200,1926,1437,285,182,22,0,0,1397,372,1,11,17,128
20011955600,1758,968,441,336,13,0,0,1583,17,4,8,9,137
20011955700,1618,997,353,254,14,0,0,1496,9,5,1,17,90
20011955800,3657,1566,1223,846,22,0,0,3111,66,15,33,27,405
20011955900,2037,982,588,447,20,0,0,1822,37,40,5,8,125
20011956000,1796,761,591,424,20,0,0,1531,68,5,17,19,156
20055960100,2348,1393,655,281,19,0,0,1675,477,1,7,13,175
20055960200,3022,943,1155,891,33,0,0,1196,1475,44,39,101,167
20055960300,1813,841,567,383,22,0,0,1143,505,4,22,26,113
20055960401,1320,828,285,194,13,0,0,910,271,0,38,8,93
20055960403,1446,735,404,286,21,0,0,879,380,2,62,20,103
20055960404,2009,999,551,440,19,0,0,1203,484,56,47,85,134
20055960501,992,361,366,249,16,0,0,402,536,0,13,1,40
20055960503,685,440,143,101,1,0,0,470,133,1,17,8,56
20055960505,625,159,260,194,12,0,0,227,340,0,23,2,33
20055960507,1649,427,780,426,16,0,0,802,353,243,61,58,132
20055960508,954,264,435,248,7,0,0,260,556,1,77,7,53
20055960600,2046,626,863,527,30,0,0,737,1147,10,36,20,96
20103070100,1044,280,375,381,8,0,0,731,56,152,22,7,76
20103070200,1449,426,558,453,12,0,0,1054,92,155,5,15,128
20103070300,3417,1257,1146,961,53,0,0,2750,149,188,29,27,274
20103070400,2108,699,722,664,23,0,0,1688,86,101,15,17,201
20103070500,2710,826,887,975,22,0,0,1945,115,390,29,18,213
20103070700,3139,1157,994,950,38,0,0,2482,132,223,35,19,248
20103070900,2083,1079,513,472,19,0,0,1781,40,1,6,13,242
20103071000,2888,1466,763,629,30,0,0,2490,84,49,19,23,223
20103071102,1927,786,627,490,24,0,0,1656,82,35,18,22,114
20103071103,1757,770,544,419,24,0,0,1400,85,64,31,24,153
20103071104,1770,878,469,401,22,0,0,1452,71,20,28,21,178
20103071105,3080,1238,998,797,47,0,0,2542,149,61,47,36,245
20103071202,3191,1549,830,782,30,0,0,2700,82,8,15,42,344
20103071204,3152,1489,830,801,32,0,0,2634,114,15,20,32,337
20103071205,2796,1476,687,608,25,0,0,2368,89,24,27,32,256
20103071400,3021,1532,696,770,23,0,0,2630,75,5,18,13,280
20103071600,2124,1095,539,466,24,0,0,1886,35,5,6,23,169
20103071800,4165,1892,1171,1043,59,0,0,3582,120,12,11,53,387
20103981900,546,214,219,104,9,0,0,391,76,24,8,6,41
20159967100,1548,996,316,223,13,0,0,1352,47,1,4,5,139
20159967200,2093,1155,532,383,23,0,0,1652,250,3,20,13,155
20159967300,2155,1386,430,318,21,0,0,1890,45,9,6,10,195
20077961600,1215,802,227,183,3,0,0,1071,28,0,6,4,106
20077961700,788,531,142,109,6,0,0,669,20,0,3,7,89
20077961800,1317,886,236,186,9,0,0,1174,46,1,3,8,85
20139010100,2861,1424,857,545,35,0,0,2527,64,1,9,9,251
20139010200,1895,991,556,328,20,0,0,1665,24,3,17,16,170
20139010300,1429,880,301,235,13,0,0,1272,21,1,5,1,129
20139010400,1922,1036,481,390,15,0,0,1695,45,1,14,10,157
20139010500,2655,1497,680,445,33,0,0,2383,32,2,8,21,209
20137951700,3040,2170,571,286,13,0,0,2614,43,3,16,23,341
20127963600,2042,1336,407,283,16,0,0,1774,18,0,11,10,229
20127963700,1665,954,364,339,8,0,0,1455,57,1,6,15,131
20201978600,1905,1507,216,173,9,0,0,1595,16,1,3,23,267
20201978700,1516,1247,145,120,4,0,0,1210,14,0,2,14,276
20053086600,1481,931,284,256,10,0,0,1234,49,0,3,11,184
20053086700,2293,1369,452,459,13,0,0,1898,52,3,14,20,306
20147475100,728,568,106,50,4,0,0,628,8,0,3,6,83
20147475200,1075,847,140,85,3,0,0,911,9,0,22,13,120
20147475300,1772,1297,338,125,12,0,0,1566,22,1,27,6,150
20081463100,2042,1345,459,225,13,0,0,1471,404,0,4,6,157
20143085600,1510,1023,298,176,13,0,0,1317,30,0,5,12,146
20143085700,2524,1730,496,274,24,0,0,2245,49,1,13,6,210
20141474100,2524,1632,523,354,15,0,0,2220,39,11,10,21,223
20101956600,1068,825,147,91,5,0,0,915,35,1,5,4,108
20057961600,1453,937,305,204,7,0,0,1098,75,0,12,8,260
20057961700,1243,848,258,128,9,0,0,1056,59,0,5,5,118
20057961801,2172,1031,598,517,26,0,0,1283,640,13,28,25,183
20057961802,2118,989,630,484,15,0,0,1242,586,14,30,53,193
20057961901,1642,464,633,524,21,0,0,634,832,18,20,45,93
20057961902,1927,945,527,439,16,0,0,1216,519,2,18,22,150
20057962000,1846,580,744,493,29,0,0,795,894,4,44,15,94
20057962101,1159,247,496,393,23,0,0,312,733,8,32,23,51
20057962102,851,217,363,256,15,0,0,302,485,0,15,2,47
20019964600,2608,1906,443,240,19,0,0,2411,28,2,10,6,151
20087020101,4168,2088,1183,849,48,0,0,3649,90,4,17,26,382
20087020102,2041,951,629,448,13,0,0,1821,27,1,9,7,176
20087020200,2517,1300,722,474,21,0,0,2238,27,2,6,7,237
20087020300,3819,1840,1100,839,40,0,0,3339,47,3,23,46,361
20013480600,1685,1051,345,270,19,0,0,1387,29,4,12,22,231
20013480700,2182,1291,489,383,19,0,0,1850,57,14,9,15,237
20013480800,2127,1254,507,344,22,0,0,1801,54,2,8,24,238
20155000100,2010,1080,457,457,16,0,0,1691,88,4,20,11,196
20155000200,3756,1424,1317,988,27,0,0,2811,196,386,18,41,304
20155000300,4927,2939,963,987,38,0,0,4167,233,14,29,51,433
20155000400,2025,933,555,511,26,0,0,1674,146,16,11,14,164
20155000500,3275,1398,970,860,47,0,0,2666,265,17,17,30,280
20155000600,1247,354,471,390,32,0,0,923,172,20,13,11,108
20155000700,2920,1039,1042,805,34,0,0,2260,330,52,17,15,246
20155000800,1034,326,389,307,12,0,0,761,168,15,4,9,77
20155001000,1021,346,403,258,14,0,0,826,72,3,7,8,105
20155001100,3579,2272,699,585,23,0,0,3123,99,7,21,18,311
20155001200,2388,1451,476,444,17,0,0,2086,79,2,8,10,203
20155001300,1768,900,468,381,19,0,0,1514,62,1,9,12,170
20155001400,2782,1680,678,400,24,0,0,2372,49,3,16,21,321
20155001500,2242,1473,416,342,11,0,0,1926,52,2,2,23,237
20155001600,1130,667,296,159,8,0,0,999,16,0,4,3,108
20155001700,1500,933,335,213,19,0,0,1298,41,0,4,5,152
20155001800,1366,834,307,215,10,0,0,1204,24,0,5,6,127
20151968600,1208,915,133,147,13,0,0,1047,16,2,6,4,133
20151968700,1716,1128,292,269,27,0,0,1457,76,1,12,5,165
20151968800,2108,1470,301,318,19,0,0,1829,52,10,18,11,188
20117040701,1309,757,276,273,3,0,0,1123,9,1,3,7,166
20117060510,2157,1131,539,476,11,0,0,1833,48,3,7,12,254
20117070182,1385,845,304,226,10,0,0,1168,30,0,3,20,164
20117090186,1545,877,344,314,10,0,0,1279,9,0,7,5,245
20203957600,1259,822,298,129,10,0,0,963,193,0,3,9,91
20209040100,1446,48,372,1020,6,0,0,146,143,1112,15,8,22
20209040200,618,18,149,447,4,0,0,46,43,498,7,9,15
20209040500,928,88,301,532,7,0,0,261,162,411,47,4,43
20209040600,1250,61,363,815,11,0,0,159,175,864,17,11,24
20209040700,831,28,231,568,4,0,0,62,99,650,7,5,8
20209040900,570,62,174,330,4,0,0,179,104,262,11,5,9
20209041100,456,24,130,300,2,0,0,33,29,339,20,14,21
20209041200,658,17,186,449,6,0,0,60,101,473,8,6,10
20209041300,1764,133,565,1058,8,0,0,375,409,871,24,15,70
20209041400,807,32,253,516,6,0,0,76,67,635,15,7,7
20209041500,875,109,329,431,6,0,0,389,303,74,39,7,63
20209041600,1688,226,516,937,9,0,0,657,536,337,33,23,102
20209041900,739,108,215,406,10,0,0,412,170,28,19,17,93
20209042001,358,34,135,184,5,0,0,126,169,36,13,1,13
20209042002,422,34,169,214,5,0,0,118,223,53,7,2,19
20209042100,712,90,250,366,6,0,0,283,315,39,20,15,40
20209042200,628,100,256,266,6,0,0,272,283,14,19,7,33
20209042300,918,88,387,431,12,0,0,308,454,73,29,7,47
20209042400,799,76,339,379,5,0,0,281,364,54,18,24,58
20209042600,737,117,281,335,4,0,0,291,385,8,5,3,45
20209042700,1272,144,457,657,14,0,0,475,540,185,10,16,46
20209042800,1469,185,450,821,13,0,0,624,596,122,17,35,75
20209042900,1598,163,545,886,4,0,0,540,361,484,84,29,100
20209043000,1554,289,487,761,17,0,0,886,494,57,23,15,79
20209043301,1603,291,531,756,25,0,0,1078,291,87,28,13,106
20209043400,1049,244,342,449,14,0,0,693,226,51,13,10,56
20209043500,842,245,277,316,4,0,0,610,156,9,14,8,45
20209043600,3280,802,1088,1349,41,0,0,2123,704,112,79,29,233
20209043700,1233,299,396,523,15,0,0,822,229,81,20,5,76
20209043802,853,334,242,265,12,0,0,704,63,15,5,9,57
20209043803,1655,438,571,625,21,0,0,1164,286,50,22,15,118
20209043903,1330,160,475,691,4,0,0,488,288,439,46,16,53
20209043904,1732,175,552,986,19,0,0,408,162,1003,62,19,78
20209043905,900,131,296,466,7,0,0,392,79,359,19,3,48
20209044001,2031,491,639,884,17,0,0,1255,202,386,28,22,138
20209044002,1587,428,534,602,23,0,0,1166,179,112,18,19,93
20209044101,597,71,157,367,2,0,0,184,49,324,10,8,22
20209044102,1568,263,460,831,14,0,0,757,249,430,23,17,92
20209044103,1844,290,418,1128,8,0,0,692,93,855,81,32,91
20209044104,1712,191,511,997,13,0,0,542,146,875,38,22,89
20209044201,2663,532,681,1436,14,0,0,1279,185,883,95,44,177
20209044202,2329,410,618,1280,21,0,0,899,232,933,114,33,118
20209044301,1281,204,421,645,11,0,0,649,150,350,51,9,72
20209044302,1081,157,332,585,7,0,0,442,154,385,24,25,51
20209044303,1225,116,349,753,7,0,0,245,143,733,67,7,30
20209044400,1647,193,489,960,5,0,0,557,217,678,86,23,86
20209044500,1187,139,314,721,13,0,0,406,111,576,25,9,60
20209044601,1681,429,515,720,17,0,0,1134,148,209,40,27,123
20209044602,0,0,0,0,0,0,0,0,0,0,0,0,0
20209044603,1,0,1,0,0,0,0,1,0,0,0,0,0
20209044702,2575,860,853,826,36,0,0,2007,191,114,20,27,216
20209044703,1879,546,492,827,14,0,0,1294,128,187,56,27,187
20209044704,1445,329,340,768,8,0,0,846,94,303,39,26,137
20209044803,4527,1473,1113,1898,43,0,0,3320,279,378,61,83,406
20209044804,3482,1117,868,1466,31,0,0,2399,205,454,50,54,320
20209044807,2085,810,591,666,18,0,0,1647,123,45,16,31,223
20209044900,2664,861,898,867,38,0,0,2117,182,111,14,22,218
20209045100,880,100,291,484,5,0,0,458,98,217,24,22,61
20209045200,2122,307,614,1161,40,0,0,1377,295,155,63,55,177
20209980000,6,2,3,1,0,0,0,1,2,2,0,0,1
20209980500,14,5,5,3,1,0,0,11,0,1,1,0,1
20209980900,14,3,5,6,0,0,0,11,0,2,0,0,1
20209981200,1,0,1,0,0,0,0,0,1,0,0,0,0
20209981500,8,0,0,6,2,0,0,2,6,0,0,0,0
20075958600,1216,836,245,124,11,0,0,928,164,0,8,7,109
20059954101,2603,1548,566,463,26,0,0,2271,48,4,11,11,258
20059954102,2146,1201,528,391,26,0,0,1952,38,5,9,9,133
20059954200,1869,891,567,384,27,0,0,1634,68,11,11,12,133
20059954300,3720,1828,1082,753,57,0,0,3171,136,21,26,26,340
20059954400,2879,1306,858,661,54,0,0,2416,122,18,31,20,272
20059954500,4460,2632,1030,756,42,0,0,3882,95,3,24,34,422
20025967100,1303,932,190,169,12,0,0,1098,59,0,12,7,127
20003953600,3349,1689,1000,627,33,0,0,2813,76,0,28,18,414
20003953700,1911,1000,580,314,17,0,0,1697,14,5,6,4,185
20165972300,2075,1459,347,252,17,0,0,1698,44,1,6,34,292
20031966100,1907,1273,360,259,15,0,0,1691,23,0,11,9,173
20031966200,2036,1323,414,285,14,0,0,1797,45,1,5,6,182
20031966300,1987,1281,408,275,23,0,0,1732,36,5,16,15,183
20109954600,1886,1420,280,175,11,0,0,1591,33,2,12,4,244
