GEOID20,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
41035970201,1759,248,701,678,16,3,12,0,1449,88,2,16,12,192
41035970202,2539,465,1055,845,12,7,20,0,2083,136,3,18,41,258
41035970300,2770,434,893,1245,26,5,19,0,2341,124,7,19,33,246
41035970400,1183,113,378,630,2,1,5,0,997,77,1,8,8,92
41035970500,1357,170,420,695,5,0,4,0,1187,62,1,7,8,92
41035970600,995,102,315,516,3,1,5,0,721,187,0,2,9,76
41035970700,1527,190,451,807,6,1,9,0,1160,198,0,12,8,149
41035970800,1940,230,589,984,13,5,10,0,1625,118,1,19,10,167
41035970901,2216,474,675,919,17,1,6,0,1846,96,4,28,14,228
41035970902,1919,288,772,733,12,5,15,0,1628,114,2,12,14,149
41035971000,2314,316,621,1244,11,5,8,0,1974,72,3,16,25,224
41035971100,4363,729,1472,1818,41,9,13,0,3545,358,11,53,37,359
41035971200,1852,305,834,576,15,2,10,0,1454,197,3,16,20,162
41035971300,4429,802,1524,1841,29,7,26,0,3606,370,6,41,41,365
41035971400,4380,691,1553,1857,30,5,13,0,3533,402,3,29,31,382
41035971500,3196,560,1425,1008,19,6,14,0,2507,342,7,29,21,290
41035971600,2182,459,1078,487,11,1,11,0,1578,382,5,23,17,177
41035971700,2075,495,924,507,22,3,7,0,1586,271,2,16,14,186
41035971800,1887,413,844,464,25,7,11,0,1499,150,5,23,27,183
41035971900,2529,517,1142,674,23,10,19,0,2029,208,11,18,29,234
41035972000,3043,720,991,1125,33,6,7,0,2458,197,1,53,38,296
41059940000,2317,613,980,590,9,5,28,0,1753,124,5,24,64,347
41059950100,3102,454,1263,1171,29,1,41,0,2557,231,0,11,19,284
41059950201,2037,360,1105,422,14,4,26,0,1176,688,1,8,15,149
41059950202,2205,423,1031,621,11,5,29,0,1477,513,3,8,29,175
41059950300,2176,301,718,1030,16,3,18,0,1853,98,2,8,11,204
41059950400,3511,849,1124,1302,22,5,33,0,2967,172,5,34,27,306
41059950500,3458,708,1145,1357,29,5,30,0,2925,185,5,25,26,292
41059950601,2579,529,1208,587,39,11,30,0,2047,233,8,47,24,220
41059950602,2741,571,870,1114,20,2,23,0,2331,116,4,35,19,236
41059950700,1915,327,866,554,20,2,28,0,1625,113,1,7,13,156
41059950800,4152,768,1874,1244,32,5,30,0,2825,980,1,18,25,303
41059950900,2694,453,1321,749,19,1,17,0,1762,724,1,15,17,175
41059951000,3775,774,1712,1066,24,3,22,0,2455,969,4,79,25,243
41059951100,3855,806,1626,1178,28,2,29,0,2712,804,6,43,17,273
41059951201,3257,610,1647,779,31,3,31,0,1921,1052,9,30,19,226
41059951202,2911,498,1273,948,19,2,26,0,2057,552,6,42,31,223
41059951300,2690,410,1150,960,21,1,25,0,2002,425,3,12,18,230
41059951400,1726,210,628,780,13,1,10,0,1527,48,1,7,7,136
41057960101,1897,930,507,351,8,14,4,0,1576,54,5,19,14,229
41057960102,1641,633,526,360,10,4,14,0,1397,33,0,23,24,164
41057960200,2486,856,843,603,19,6,23,0,2137,80,0,33,25,211
41057960300,2030,512,751,621,11,7,21,0,1699,89,1,20,12,209
41057960401,2357,540,791,890,20,1,11,0,1954,111,0,18,12,262
41057960402,3297,817,1357,904,32,1,27,0,2641,313,0,26,22,295
41057960500,1536,441,589,406,10,4,12,0,1215,119,0,16,18,168
41057960600,1978,649,588,603,21,6,15,0,1607,75,0,17,13,266
41057960700,2065,499,692,753,10,6,9,0,1746,74,0,9,20,216
41057960800,2393,763,770,686,15,4,16,0,1973,101,0,23,27,269
41057990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41061970100,2762,359,796,1410,16,4,29,0,2485,46,0,17,15,199
41061970200,2773,451,804,1339,18,1,25,0,2445,69,1,11,24,223
41061970300,1887,299,446,1020,15,1,18,0,1636,37,0,10,21,183
41061970400,2496,456,783,1097,24,2,26,0,2144,71,3,18,24,236
41061970500,2674,506,937,1047,23,3,28,0,2338,86,2,17,25,206
41061970600,3225,947,874,1189,28,4,30,0,2731,114,1,37,25,317
41061970700,2258,568,912,626,14,3,25,0,1837,122,14,36,33,216
41061970800,3095,589,1032,1284,20,2,20,0,2639,109,8,33,24,282
41029000100,1694,377,912,252,14,7,21,0,1250,231,7,36,13,157
41029000201,2440,560,1194,475,26,6,36,0,1870,314,10,11,26,209
41029000202,2501,615,1230,434,27,4,27,0,1819,389,8,16,22,247
41029000203,3266,861,1408,742,40,9,28,0,2437,458,10,39,27,295
41029000300,3911,893,1702,987,40,13,36,0,2907,594,4,47,30,329
41029000403,3676,1077,1063,1296,20,3,15,0,2980,217,18,60,43,358
41029000404,4008,1003,1001,1722,34,6,24,0,3315,205,5,56,42,385
41029000405,3144,737,1294,874,27,8,30,0,2391,317,6,48,51,331
41029000406,3570,867,1257,1142,28,6,27,0,2827,325,4,64,33,317
41029000501,2237,725,826,518,16,7,22,0,1797,164,3,32,29,212
41029000502,3794,977,1583,912,36,4,28,0,2950,380,8,38,49,369
41029000603,3288,935,797,1353,14,5,12,0,2737,147,7,59,36,302
41029000604,2986,961,856,959,18,4,11,0,2414,205,1,38,44,284
41029000605,2830,830,855,926,23,4,18,0,2264,210,8,35,47,266
41029000606,1528,526,353,541,14,2,5,0,1243,64,3,38,18,162
41029000701,3696,885,1419,1137,27,5,28,0,2884,447,2,39,28,296
41029000702,4286,1046,1368,1550,32,7,36,0,3450,376,1,37,47,375
41029000800,4994,1154,1840,1612,40,14,40,0,3914,527,9,58,56,430
41029000901,2659,568,742,1173,14,3,13,0,2201,186,7,35,19,211
41029000902,4592,950,1430,1889,40,6,25,0,3747,317,4,58,47,419
41029001001,4998,1015,1754,1851,37,7,31,0,4061,424,1,41,35,436
41029001002,3478,703,1353,1157,24,2,30,0,2754,322,6,43,42,311
41029001100,4537,858,1583,1793,31,7,27,0,3673,383,4,45,31,401
41029001200,3399,757,1205,1161,24,4,23,0,2605,318,10,68,44,354
41029001301,3985,693,1698,1283,37,6,34,0,2995,593,13,25,27,332
41029001303,3385,642,1593,900,29,6,25,0,2235,826,3,18,34,269
41029001304,4486,995,1347,1825,28,7,24,0,3621,291,2,104,70,398
41029001401,4163,644,1543,1690,36,2,20,0,3453,293,1,27,35,354
41029001402,1316,228,411,601,11,1,6,0,1119,77,0,12,15,93
41029001403,3831,706,1180,1668,23,9,19,0,3188,216,1,36,51,339
41029001500,4356,1384,1134,1484,39,12,23,0,3651,173,3,43,71,415
41029001601,2351,602,945,607,19,4,15,0,1819,257,3,33,30,209
41029001602,4492,1474,1476,1249,33,13,29,0,3543,448,3,44,39,415
41029001701,2070,995,643,279,11,14,23,0,1565,206,3,40,52,204
41029001702,3049,1255,1050,514,23,17,26,0,2434,231,6,47,35,296
41029001801,3547,1987,1028,303,28,26,25,0,2751,202,14,95,65,420
41029001802,3594,2271,801,317,17,29,20,0,2851,141,8,71,69,454
41029001900,2707,1231,1084,174,43,17,33,0,2006,180,17,72,64,368
41029002000,1784,1133,455,94,13,15,9,0,1412,76,9,39,28,220
41029002100,2966,1844,707,230,20,22,26,0,2365,113,7,54,59,368
41029002200,4151,2503,1000,403,18,23,30,0,3339,145,10,90,78,489
41029002300,1639,770,452,321,9,10,11,0,1339,66,0,17,22,195
41029002400,1872,744,514,484,22,13,19,0,1520,89,4,18,24,217
41029002500,2538,1037,792,527,23,18,10,0,2091,92,3,36,40,276
41029002600,2392,408,877,905,21,3,20,0,2038,96,0,20,16,222
41029002701,3136,484,1152,1248,34,4,24,0,2677,146,2,25,33,253
41029002702,3412,614,1235,1291,24,9,33,0,2844,164,1,33,23,347
41029002800,4253,795,1428,1733,43,4,38,0,3610,180,3,37,42,381
41029002901,3174,633,1085,1192,20,5,24,0,2655,187,0,20,36,276
41029002902,3600,698,1191,1433,35,4,26,0,3051,144,1,33,32,339
41029003001,3733,811,1232,1388,34,12,38,0,3136,172,3,31,36,355
41029003002,4779,1125,1675,1597,40,22,41,0,4004,201,2,42,54,476
41011000101,1587,345,532,552,16,3,12,0,1359,57,1,13,10,147
41011000102,1606,378,540,588,8,1,13,0,1392,54,0,8,13,139
41011000103,1786,450,569,678,13,3,5,0,1508,56,2,20,19,181
41011000200,2083,496,615,831,21,2,10,0,1803,47,0,31,17,185
41011000300,2501,738,896,683,25,4,19,0,2074,132,3,28,21,243
41011000401,2095,574,803,592,9,5,13,0,1785,102,10,24,7,167
41011000402,2828,767,988,883,24,6,6,0,2349,132,2,35,34,276
41011000502,2299,559,950,602,16,9,26,0,1910,108,1,37,28,215
41011000503,1962,459,874,483,11,6,20,0,1591,126,4,31,25,185
41011000505,2854,742,1115,775,19,5,20,0,2390,143,5,35,21,260
41011000506,1584,361,720,384,17,4,12,0,1318,95,0,16,16,139
41011000600,2038,609,697,613,10,5,7,0,1704,102,2,29,15,186
41011000701,3458,1007,1332,874,26,14,18,0,2914,179,5,40,20,300
41011000702,2023,476,830,581,8,3,19,0,1750,101,1,13,12,146
41011000800,2307,586,769,794,18,2,11,0,1955,97,1,25,20,209
41011000901,2879,621,1053,998,12,8,21,0,2466,135,10,28,17,223
41011000902,2897,619,961,1095,21,7,11,0,2515,113,0,24,19,226
41011001001,2842,841,995,818,20,14,15,0,2407,100,2,25,23,285
41011001002,3364,832,1162,1124,17,14,16,0,2877,136,0,38,20,293
41011001101,1804,344,630,739,15,3,7,0,1537,63,2,6,11,185
41011001102,2764,532,960,1075,17,1,16,0,2396,115,4,11,10,228
41011990101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41027950100,3064,1011,1100,733,19,14,19,0,2306,384,0,75,24,275
41027950201,3340,1293,1085,744,23,16,22,0,2573,330,2,102,39,294
41027950202,2784,1258,894,467,11,12,13,0,2117,302,0,53,43,269
41027950301,2232,1002,789,312,15,6,17,0,1600,314,0,49,37,232
41027950302,1988,947,638,269,10,5,14,0,1516,203,0,56,20,193
41027950400,3425,1216,1281,744,18,8,14,0,2079,1027,0,53,25,241
41063960100,1811,374,463,872,10,0,7,0,1592,33,0,18,7,161
41063960200,1576,317,435,738,9,0,5,0,1419,23,2,9,2,121
41063960300,2743,578,744,1246,19,5,19,0,2414,59,0,23,22,225
41001950100,2536,337,634,1417,12,3,4,0,2213,50,0,15,20,238
41001950200,2574,439,853,1080,26,7,10,0,2234,63,4,25,23,225
41001950300,2258,333,905,842,12,2,15,0,1969,71,2,12,11,193
41001950400,2467,465,770,1077,11,6,4,0,2147,88,0,20,5,207
41001950500,1996,320,644,892,13,2,6,0,1755,65,1,8,14,153
41001950600,1750,303,523,804,10,7,2,0,1536,53,3,16,14,128
41023960100,1677,252,487,858,12,0,5,0,1498,39,0,10,8,122
41023960201,1257,200,358,604,6,3,5,0,1131,20,0,3,6,97
41023960202,3227,560,963,1507,14,3,12,0,2789,70,1,28,36,303
41069960100,1247,262,321,577,6,2,16,0,1105,31,0,10,11,90
41045940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41045970200,3303,527,1405,1202,17,3,14,0,2239,704,0,99,18,243
41045970300,2756,500,1263,857,22,1,19,0,1808,693,0,70,10,175
41045970400,2753,472,1723,411,20,2,14,0,1407,1128,2,33,26,157
41045970500,2955,457,1393,980,17,2,8,0,1634,1075,0,46,15,185
41045970600,2984,344,988,1511,12,3,10,0,2421,259,1,32,26,245
41045970700,1234,118,447,617,2,0,5,0,998,102,0,23,14,97
41045970900,2030,201,722,1013,2,2,7,0,1631,179,0,28,10,182
41065970100,3108,910,1030,945,25,8,27,0,2471,304,0,41,31,261
41065970200,2139,647,895,431,22,5,22,0,1603,259,3,28,31,215
41065970300,2238,693,823,567,23,7,9,0,1748,223,3,29,13,222
41065970400,2078,600,813,517,23,1,24,0,1594,233,0,26,21,204
41065970500,2460,661,1090,547,13,2,25,0,1791,385,3,30,37,214
41065970600,1982,686,730,415,14,10,24,0,1602,178,1,21,15,165
41065970700,1774,431,590,631,15,3,20,0,1435,131,0,16,25,167
41065970800,3452,800,1156,1252,24,6,33,0,2960,125,0,23,33,311
41009970201,2860,723,1091,836,20,10,20,0,2421,85,2,18,19,315
41009970202,2279,624,860,649,17,1,19,0,1986,50,4,16,18,205
41009970300,3508,909,1423,923,26,7,29,0,3006,118,4,28,26,326
41009970400,2120,591,782,613,15,5,15,0,1815,54,0,22,33,196
41009970500,5722,1825,1842,1661,54,15,47,0,4869,191,4,57,45,556
41009970600,5457,1747,1622,1745,41,7,21,0,4546,205,8,60,63,575
41009970700,3392,1074,1329,751,26,13,31,0,2845,156,6,29,38,318
41009970800,5684,1693,2162,1383,61,9,49,0,4752,258,8,47,53,566
41009970900,4020,1371,1362,980,36,11,39,0,3297,154,4,58,44,463
41009971000,4257,1407,1427,1125,43,19,29,0,3486,180,4,51,50,486
41009971100,3230,720,1194,1063,43,5,24,0,2757,111,2,21,37,302
41015950100,2831,908,962,746,36,8,17,0,2423,91,3,28,27,259
41015950201,2779,623,1074,856,28,9,10,0,2336,116,2,31,24,270
41015950202,1705,412,551,606,7,2,7,0,1477,45,3,15,23,142
41015950301,4273,927,1629,1384,30,8,15,0,3552,266,2,36,54,363
41015950302,4020,877,1573,1261,37,8,19,0,3312,235,2,52,34,385
41015950401,2605,547,987,903,18,5,7,0,2185,157,2,16,26,219
41015950402,1774,400,565,661,16,4,11,0,1527,77,2,10,17,141
41015990101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41051000101,2523,1567,601,178,18,13,27,0,2025,92,8,64,48,286
41051000102,3171,2091,744,169,12,11,30,0,2524,129,4,89,71,354
41051000201,2611,1594,674,185,14,14,27,0,2018,127,11,113,47,295
41051000202,2738,1669,739,172,11,15,26,0,2107,145,5,98,60,323
41051000301,4677,2728,1360,270,26,39,61,0,3418,242,35,264,109,609
41051000302,5917,3794,1277,560,15,15,30,0,4776,150,8,198,95,690
41051000401,3029,1859,785,180,16,27,49,0,2315,139,14,138,80,343
41051000402,3141,1827,891,210,23,19,32,0,2394,170,6,187,63,321
41051000501,3516,1958,1074,219,16,41,48,0,2664,209,8,193,80,362
41051000502,3617,1957,1108,323,26,25,45,0,2589,230,29,269,119,381
41051000601,4243,1856,1658,407,40,30,55,0,2649,445,103,490,118,438
41051000602,4070,1770,1615,393,31,28,63,0,2595,426,49,491,108,401
41051000701,3660,2109,1026,281,25,25,32,0,2643,229,45,298,83,362
41051000702,3961,2213,1214,272,23,33,55,0,2709,247,32,453,97,423
41051000801,4176,2659,1070,228,16,29,39,0,3118,239,21,197,101,500
41051000802,4090,2449,1139,203,33,38,58,0,3055,249,20,178,86,502
41051000901,3569,2440,796,143,23,25,24,0,2710,165,4,163,80,447
41051000902,3821,2225,1149,160,29,34,51,0,2752,229,99,179,123,439
41051001000,4902,3040,1332,182,35,51,63,0,3776,227,28,190,115,566
41051001101,2687,1456,928,86,23,24,34,0,2010,189,46,90,66,286
41051001102,1396,867,392,43,9,14,22,0,1097,51,2,81,28,137
41051001202,2899,1997,612,134,7,25,29,0,2189,151,14,147,47,351
41051001203,2327,1416,671,93,15,24,26,0,1825,124,9,60,52,257
41051001204,2666,1634,784,60,11,36,44,0,2006,164,13,93,48,342
41051001301,3398,2219,857,108,19,36,40,0,2643,175,10,120,57,393
41051001302,2751,1835,641,101,17,25,22,0,2080,128,8,125,75,335
41051001400,4542,2941,1154,156,31,41,48,0,3455,214,11,178,94,590
41051001500,3012,2082,653,145,8,15,18,0,2365,128,3,102,49,365
41051001601,5244,3188,1299,431,25,39,49,0,3894,257,36,351,94,612
41051001602,3455,1702,1190,332,29,17,30,0,2218,273,71,401,112,380
41051001702,3099,1446,1039,386,17,16,45,0,2146,213,77,280,72,311
41051001703,3576,1982,1089,253,25,13,50,0,2612,194,50,244,64,412
41051001704,2235,1303,640,121,21,18,21,0,1677,125,52,110,55,216
41051001801,3498,2060,976,208,25,36,40,0,2542,179,104,146,119,408
41051001802,3001,1959,718,170,22,19,26,0,2339,124,14,103,59,362
41051001900,4251,2875,870,297,22,21,29,0,3317,147,10,181,80,516
41051002001,2445,1577,660,68,17,17,20,0,1833,154,16,95,51,296
41051002002,3185,2010,888,78,23,25,39,0,2407,189,20,111,63,395
41051002101,1157,573,423,43,16,15,30,0,829,101,27,43,32,125
41051002102,2488,1487,758,69,22,19,32,0,1847,173,11,92,62,303
41051002203,3787,2321,1093,95,26,32,39,0,2349,233,551,135,90,429
41051002303,2827,1579,932,123,19,18,34,0,1937,207,183,112,56,332
41051002401,2309,1676,441,80,8,9,20,0,1645,82,222,76,31,253
41051002402,3246,2137,788,134,22,11,26,0,2428,172,79,99,67,401
41051002501,4077,2878,729,287,18,11,26,0,3224,131,40,145,76,461
41051002502,3718,2413,900,185,21,24,34,0,2800,220,74,114,84,426
41051002600,2304,1623,421,156,8,11,14,0,1847,81,9,71,42,254
41051002701,2599,1806,494,191,7,7,8,0,2023,100,10,112,38,316
41051002702,2694,1696,689,144,13,20,14,0,2074,139,46,91,54,290
41051002801,2481,1601,562,195,11,10,18,0,1891,68,11,169,58,284
41051002802,2815,1686,743,211,17,15,25,0,2189,118,25,160,46,277
41051002901,3899,2409,962,282,21,29,31,0,3001,185,84,195,61,373
41051002902,4634,2774,1250,338,33,24,41,0,3460,241,91,259,81,502
41051002903,4268,2116,1343,536,23,18,35,0,2774,229,250,482,106,427
41051003000,4132,2749,917,261,17,21,30,0,3099,143,174,139,95,482
41051003100,4101,2769,906,206,27,24,33,0,3006,207,194,128,66,500
41051003200,3658,2371,933,137,18,25,42,0,2525,180,363,97,74,419
41051003301,2774,1751,775,67,14,20,39,0,1614,195,558,86,70,251
41051003302,2570,1694,673,59,15,18,26,0,1572,132,453,70,42,301
41051003401,3152,1896,938,83,21,26,33,0,1751,183,763,107,75,273
41051003402,3438,2114,1015,86,20,21,38,0,1982,213,707,105,100,331
41051003501,3335,2026,942,151,18,25,42,0,2372,181,228,120,66,368
41051003502,2191,1374,600,95,14,10,10,0,1554,135,106,84,53,259
41051003601,4396,2802,1202,118,27,29,49,0,2431,252,1075,112,79,447
41051003602,5603,3596,1421,227,29,49,66,0,3318,314,1183,149,103,536
41051003603,1438,923,352,83,4,8,19,0,915,46,280,47,27,123
41051003701,3697,2291,1036,152,15,28,45,0,2161,270,716,106,83,361
41051003702,2174,1396,566,82,12,13,16,0,1374,91,390,50,37,232
41051003801,2848,1657,848,142,20,19,36,0,2019,192,161,95,38,343
41051003802,3053,1868,866,115,15,22,35,0,2200,221,128,146,58,300
41051003803,3779,2278,1052,187,21,27,48,0,2618,259,225,159,86,432
41051003902,2751,1697,696,197,20,14,20,0,2081,154,46,89,64,317
41051003903,2700,1521,830,154,21,14,27,0,1617,270,420,83,73,237
41051003904,3367,2083,940,149,22,16,30,0,2265,280,304,121,61,336
41051004002,3773,2087,1118,327,32,20,32,0,2780,255,59,169,76,434
41051004003,5291,2834,1778,253,38,20,55,0,3172,578,679,216,138,508
41051004102,4471,2488,1371,313,34,28,57,0,3278,368,100,167,69,489
41051004103,3304,1763,1126,185,16,22,38,0,2169,373,233,167,50,312
41051004104,2005,1021,722,108,11,14,26,0,1366,225,148,43,33,190
41051004200,3326,1883,1060,179,28,20,31,0,2522,233,76,71,65,359
41051004300,950,498,271,120,9,5,8,0,747,44,3,38,19,99
41051004500,2307,1399,654,119,12,11,16,0,1721,134,13,71,63,305
41051004601,2912,1780,653,329,10,10,16,0,2163,87,4,147,91,420
41051004602,1624,935,349,248,8,4,12,0,1283,43,1,48,35,214
41051004700,3597,2184,1011,201,22,14,30,0,2722,168,10,183,87,427
41051004800,2282,1401,622,102,21,14,17,0,1684,155,10,75,59,299
41051004901,1921,1072,619,95,17,13,15,0,1351,114,11,148,57,240
41051004902,1873,1025,621,73,19,13,28,0,1364,129,30,63,40,247
41051005001,2729,1436,930,175,29,13,15,0,1912,205,15,145,94,358
41051005002,975,512,351,46,4,2,8,0,703,62,7,45,42,116
41051005101,2765,1600,731,242,23,12,20,0,1994,133,20,147,88,383
41051005102,3250,1706,1053,211,28,14,46,0,2354,195,49,164,79,409
41051005103,6301,1954,2781,451,104,75,246,0,4700,455,240,87,103,716
41051005201,1906,871,725,105,27,17,34,0,1411,124,35,53,47,236
41051005202,2309,1290,685,158,24,14,29,0,1664,175,8,100,61,301
41051005500,2481,1304,810,128,31,14,27,0,1797,186,35,108,65,290
41051005601,1996,1084,643,118,20,13,23,0,1381,116,11,167,98,223
41051005602,2285,1023,934,107,37,22,20,0,1498,274,17,115,77,304
41051005701,419,217,143,20,8,9,3,0,302,32,2,26,14,43
41051005702,2686,1505,794,215,21,12,15,0,1885,185,8,178,122,308
41051005800,3995,2311,1024,420,27,19,24,0,2891,174,9,209,107,605
41051005901,1820,1004,570,118,21,11,17,0,1316,124,23,91,59,207
41051005902,2856,1499,838,345,11,8,13,0,2000,137,18,219,103,379
41051005903,2604,1482,707,270,20,9,11,0,1969,134,5,113,63,320
41051006001,1474,853,387,135,13,8,7,0,1149,69,3,45,32,176
41051006002,1855,1100,443,181,14,7,23,0,1427,61,6,70,60,231
41051006100,2075,1275,449,228,17,12,16,0,1591,77,3,74,55,275
41051006200,2786,1670,666,284,24,14,19,0,2153,102,8,107,52,364
41051006300,3513,2012,857,448,18,10,17,0,2677,132,3,140,96,465
41051006402,5339,3080,1169,804,26,21,30,0,4035,214,12,231,188,659
41051006403,3104,1636,928,324,31,20,30,0,2069,199,99,124,277,336
41051006404,3435,1761,938,518,22,12,24,0,2528,179,19,174,153,382
41051006501,5060,2842,1259,672,35,28,27,0,3777,244,37,173,205,624
41051006502,4175,2440,1150,314,34,19,37,0,3172,235,28,132,105,503
41051006601,2239,1353,503,257,12,10,14,0,1767,92,6,66,71,237
41051006602,4251,2530,1141,347,21,27,41,0,3172,248,33,132,132,534
41051006701,2517,1518,619,249,13,10,20,0,1865,90,11,103,80,368
41051006702,2551,1483,662,246,9,16,21,0,1902,111,19,85,70,364
41051006801,1928,1080,432,287,11,10,16,0,1424,89,8,64,58,285
41051006802,3013,1791,723,333,14,12,22,0,2280,148,9,107,82,387
41051006900,2435,1319,569,402,11,5,15,0,1859,109,5,109,59,294
41051007001,4123,2016,1307,574,22,6,25,0,2553,175,10,645,264,476
41051007002,2470,1279,664,406,8,4,15,0,1781,86,7,196,110,290
41051007100,2555,1159,632,579,14,11,25,0,2085,85,4,69,41,271
41051007201,2409,1018,796,413,22,9,25,0,1921,196,9,30,33,220
41051007202,2754,1259,915,376,23,9,29,0,1863,253,194,157,31,256
41051007300,825,248,415,87,5,4,10,0,596,78,9,15,29,98
41051007400,2608,1406,862,165,10,22,29,0,1492,281,449,79,44,263
41051007500,4309,2459,1276,260,23,36,54,0,2740,308,514,257,88,402
41051007600,2411,1255,786,200,12,12,31,0,1612,318,64,133,38,246
41051007700,1577,745,560,155,11,11,27,0,1052,154,51,132,31,157
41051007800,1489,728,457,171,13,16,27,0,1050,119,58,85,36,141
41051007900,3250,1392,1166,439,32,16,42,0,2029,311,157,309,109,335
41051008001,2938,1254,957,523,17,10,30,0,1912,222,83,262,148,311
41051008002,2395,1003,842,407,22,5,16,0,1534,156,53,233,143,276
41051008100,5571,2471,2008,707,30,20,51,0,3489,497,232,505,248,600
41051008201,2396,1027,763,438,12,9,24,0,1607,145,31,256,89,268
41051008203,3991,1767,1439,510,16,19,43,0,2706,330,149,234,193,379
41051008204,1448,532,621,198,13,5,14,0,806,194,28,157,106,157
41051008301,2827,1066,1313,233,25,26,38,0,1371,205,121,721,161,248
41051008302,3009,1181,1241,369,19,18,39,0,1872,297,37,342,148,313
41051008400,2987,1178,1172,429,15,8,47,0,1779,284,97,294,188,345
41051008500,3195,1277,1290,402,21,10,38,0,1895,372,54,361,166,347
41051008600,3112,1285,1240,358,29,20,38,0,1999,308,61,312,133,299
41051008700,4018,2106,1281,369,25,22,42,0,2915,259,38,308,95,403
41051008800,3334,1618,1161,326,22,22,28,0,2366,284,27,211,86,360
41051008902,2777,1033,1042,487,30,13,36,0,1849,223,15,246,148,296
41051008903,3641,1330,1297,793,21,11,32,0,2062,240,24,614,313,388
41051008904,3386,1249,1342,605,19,13,24,0,2144,267,58,306,255,356
