FULLCODE,total_reg,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
45007012002,3322,1460,1569,293,0,0,2151,75,917,15,22,142
45007012200,3244,1064,1810,370,0,0,2596,53,389,11,41,154
45007012300,1716,1140,450,126,0,0,811,49,775,11,16,54
45041000101,2259,736,1236,287,0,0,1568,77,386,59,36,133
45041000102,4236,1354,2510,372,0,0,2951,147,739,110,53,236
45041000201,2406,993,1190,223,0,0,1408,60,679,91,38,130
45041000202,5287,2031,2595,661,0,0,3244,104,1478,153,51,257
45041000300,3178,2741,315,122,0,0,457,25,2635,4,14,43
45041000400,2888,1404,1054,430,0,0,1509,46,1153,30,22,128
45041000501,971,429,398,144,0,0,583,15,331,3,6,33
45041000502,1956,1373,348,235,0,0,604,24,1252,6,14,56
45041000600,3493,1774,1302,417,0,0,1812,79,1427,29,21,125
45041000700,1541,1506,18,17,0,0,33,3,1499,1,2,3
45041000800,2683,2653,19,11,0,0,22,2,2656,0,2,1
45041000900,2118,2065,24,29,0,0,44,7,2057,2,3,5
45041001000,1115,686,250,179,0,0,504,32,512,5,14,48
45041001100,2726,1440,917,369,0,0,1492,46,1036,8,25,119
45041001200,2432,739,1459,234,0,0,1986,22,245,10,25,144
45041001300,2413,942,1174,297,0,0,1564,54,650,22,15,108
45041001400,5551,2282,2708,561,0,0,3583,119,1460,77,52,260
45041001503,2532,1162,1105,265,0,0,1387,43,938,38,18,108
45041001504,4332,2326,1594,412,0,0,2036,74,2012,34,20,156
45041001505,2542,1083,1146,313,0,0,1478,50,906,7,9,92
45041001506,1143,523,495,125,0,0,625,14,461,5,4,34
45041001601,4203,2623,1239,341,0,0,1578,55,2410,10,26,124
45041001602,2915,980,1537,398,0,0,1953,35,790,4,14,119
45041001700,1654,784,686,184,0,0,834,21,724,1,5,69
45041001800,2124,705,1179,240,0,0,1392,23,622,4,4,79
45041001901,1637,628,792,217,0,0,945,5,601,2,11,73
45041001902,1955,653,979,323,0,0,1283,23,544,9,17,79
45041002000,2077,836,1004,237,0,0,1205,31,742,1,15,83
45041002202,2111,1464,539,108,0,0,614,22,1407,4,12,52
45041002203,2718,2196,446,76,0,0,490,10,2153,11,10,44
45041002204,670,540,97,33,0,0,115,15,530,5,3,2
45041002300,2252,567,1253,432,0,0,1654,46,452,1,11,88
45041002400,2208,849,1078,281,0,0,1375,23,736,6,6,62
45041002500,1804,627,971,206,0,0,1189,13,512,3,5,82
45041002600,2124,1484,508,132,0,0,628,16,1407,7,2,64
45041980100,1,0,0,1,0,0,0,0,0,0,1,0
45005970201,1913,1778,135,0,0,0,154,13,1711,7,4,24
45005970202,1161,896,264,1,0,0,310,11,820,0,2,18
45005970500,2499,1938,560,1,0,0,641,24,1764,6,10,54
45075010101,1228,984,244,0,0,0,252,18,934,0,7,17
45075010102,900,752,148,0,0,0,155,5,715,0,3,22
45075010103,639,134,504,1,0,0,522,15,52,3,5,42
45075010104,764,424,339,1,0,0,354,11,358,0,4,37
45075010200,3341,2482,858,1,0,0,971,26,2217,10,25,92
45075010301,868,708,160,0,0,0,177,6,669,0,3,13
45075010302,865,710,155,0,0,0,169,6,673,0,4,13
45075010303,558,425,132,1,0,0,145,6,394,1,2,10
45075010304,1131,1075,55,1,0,0,46,3,1067,4,2,9
45075010305,1018,323,694,1,0,0,741,12,151,22,9,83
45075010400,2530,1765,763,2,0,0,862,14,1535,6,9,104
45075010500,2470,1807,662,1,0,0,813,16,1544,4,9,84
45075010601,774,587,187,0,0,0,236,6,499,1,2,30
45075010602,442,287,155,0,0,0,167,10,237,1,1,26
45075010603,918,803,115,0,0,0,138,5,755,8,1,11
45075010604,664,643,21,0,0,0,18,1,634,6,0,5
45075010700,1950,1543,407,0,0,0,460,5,1435,1,3,46
45075010801,532,524,8,0,0,0,4,1,525,0,1,1
45075010802,897,886,11,0,0,0,17,5,870,0,3,2
45075010803,1389,1090,297,2,0,0,335,2,1003,7,1,41
45075010901,1371,917,454,0,0,0,622,24,629,18,11,67
45075010902,4253,3192,1061,0,0,0,1283,48,2718,64,28,112
45075011000,3765,3037,728,0,0,0,878,40,2707,63,13,64
45075011100,1965,1838,127,0,0,0,113,4,1799,24,6,19
45075011200,1483,1457,26,0,0,0,20,15,1442,0,1,5
45075011300,1450,1365,85,0,0,0,79,9,1344,2,2,14
45075011400,2174,1753,420,1,0,0,520,22,1539,19,12,62
45075011500,1953,1479,474,0,0,0,521,16,1331,2,4,79
45075011600,3634,2307,1327,0,0,0,1574,43,1852,1,22,142
45075011701,485,268,217,0,0,0,256,2,175,0,5,47
45075011702,1061,656,405,0,0,0,504,4,495,0,4,54
45075011703,792,347,444,1,0,0,535,6,195,0,6,50
45075011704,843,433,410,0,0,0,489,5,312,0,2,35
45075011801,706,360,345,1,0,0,392,9,263,0,3,39
45075011802,825,574,251,0,0,0,302,7,502,0,2,12
45075011803,555,357,198,0,0,0,242,2,299,3,4,5
45075011804,879,553,323,3,0,0,356,4,473,1,5,40
45075011900,2499,1323,1175,1,0,0,1338,28,1013,3,17,100
45075012000,2689,1667,1008,14,0,0,1174,24,1371,4,19,97
45067950100,2864,2305,558,1,0,0,1107,24,1653,5,5,70
45067950200,4352,3528,823,1,0,0,1740,51,2394,13,27,127
45067950300,1916,1672,244,0,0,0,572,12,1300,2,5,25
45067950400,2306,1868,437,1,0,0,970,28,1229,15,8,56
45067950500,3212,2544,668,0,0,0,1581,42,1497,13,9,70
45067950600,3901,3370,530,1,0,0,1006,43,2791,4,6,51
45067950700,1025,834,191,0,0,0,273,13,729,0,4,6
45067950800,1428,1137,291,0,0,0,487,11,892,1,3,34
45027960100,2096,1036,1058,2,0,0,1538,16,455,4,15,68
45027960201,1309,901,408,0,0,0,683,14,578,0,11,23
45027960300,1534,1118,415,1,0,0,671,31,803,0,3,26
45027960400,1628,1142,486,0,0,0,637,28,913,2,3,45
45027960500,3210,2757,452,1,0,0,715,41,2366,13,6,69
45027960600,1907,1433,474,0,0,0,709,35,1122,0,1,40
45027960701,2883,2053,828,2,0,0,1411,34,1289,50,15,84
45027960702,840,408,429,3,0,0,547,18,235,2,5,33
45027960703,2929,1094,1831,4,0,0,2240,29,433,8,18,201
45027960801,2225,1812,413,0,0,0,557,14,1566,9,12,67
45027960802,2419,1328,1090,1,0,0,1257,26,979,10,15,132
45027980000,0,0,0,0,0,0,0,0,0,0,0,0
45011970101,1243,838,320,85,0,0,406,22,775,1,5,34
45011970102,2229,934,1038,257,0,0,1339,30,765,2,14,79
45011970200,2238,1615,482,141,0,0,621,15,1543,4,5,50
45011970300,2253,1242,757,254,0,0,1006,23,1128,8,5,83
45011970401,1371,434,771,166,0,0,939,16,352,0,8,56
45011970402,1786,452,1117,217,0,0,1357,29,326,1,8,65
45011970500,2467,1401,828,238,0,0,1096,45,1236,2,11,77
45011980100,4,0,2,2,0,0,3,0,0,0,0,1
45085000100,1886,1606,280,0,0,0,282,10,1566,0,6,22
45085000201,2645,1414,1229,2,0,0,1289,71,1148,11,8,118
45085000202,3936,2439,1490,7,0,0,1544,112,2089,18,34,139
45085000300,1425,643,776,6,0,0,757,76,483,18,18,73
45085000401,3635,2296,1336,3,0,0,1461,76,1943,17,27,111
45085000402,1934,1236,696,2,0,0,815,25,1040,3,8,43
45085000500,1497,1075,420,2,0,0,438,16,1010,3,6,24
45085000600,2650,1494,1155,1,0,0,1278,18,1299,6,9,40
45085000700,2704,2077,625,2,0,0,647,36,1953,4,8,56
45085000800,2248,2098,148,2,0,0,151,17,2064,0,3,13
45085000901,2323,1549,771,3,0,0,788,61,1366,31,9,68
45085000902,3289,939,2347,3,0,0,2610,48,390,18,25,198
45085001100,2426,1872,552,2,0,0,546,33,1780,1,6,60
45085001300,1737,1437,300,0,0,0,295,19,1379,2,6,36
45085001500,1342,1322,20,0,0,0,11,1,1328,0,1,1
45085001600,2426,2290,136,0,0,0,133,14,2262,0,4,13
45085001701,5159,2005,3149,5,0,0,3305,100,1419,46,33,256
45085001703,3784,1867,1907,10,0,0,2038,100,1456,23,29,138
45085001704,3729,2135,1590,4,0,0,1666,59,1837,11,12,144
45085001801,2385,1128,1255,2,0,0,1272,49,939,12,14,99
45085001803,2828,1459,1361,8,0,0,1417,73,1128,37,20,153
45085001804,2313,1746,563,4,0,0,579,28,1633,2,15,56
45085001902,3296,1661,1633,2,0,0,1715,58,1381,8,15,119
45085001903,2499,984,1509,6,0,0,1551,50,779,5,18,96
45085001904,1678,692,983,3,0,0,1006,20,573,0,13,66
45085002000,2756,1715,1039,2,0,0,1221,53,1356,12,16,98
45069960100,2157,1353,435,369,0,0,1151,19,863,0,62,62
45069960201,2750,2426,150,174,0,0,536,7,2138,8,27,34
45069960202,1335,1064,129,142,0,0,496,13,791,2,21,12
45069960301,3500,2788,465,247,0,0,1301,18,2060,16,32,73
45069960302,1592,1230,229,133,0,0,633,8,889,8,20,34
45069960400,3081,1878,692,511,0,0,1678,27,949,5,340,82
45069960500,1511,1212,178,121,0,0,441,7,978,0,43,42
45069960600,1343,893,260,190,0,0,788,18,467,1,31,38
45025950101,2644,1296,1273,75,0,0,1581,89,862,13,15,84
45025950102,2271,1272,951,48,0,0,1137,56,997,7,13,61
45025950200,2316,1089,1156,71,0,0,1427,42,723,6,4,114
45025950300,1764,825,896,43,0,0,1210,29,438,2,6,79
45025950401,1864,991,814,59,0,0,1371,12,423,2,5,51
45025950402,2537,1430,1051,56,0,0,1549,17,890,3,11,67
45025950501,1336,918,400,18,0,0,574,13,718,1,6,24
45025950503,1668,1181,451,36,0,0,679,13,927,7,12,30
45025950504,2299,1395,839,65,0,0,1326,30,837,17,22,67
45025950601,1189,715,454,20,0,0,588,9,561,0,15,16
45025950602,2079,1418,617,44,0,0,892,22,1096,14,13,42
45025950701,1578,461,1057,60,0,0,1332,28,117,3,10,88
45025950702,1160,414,700,46,0,0,931,6,167,1,8,47
45025950800,1585,780,751,54,0,0,966,32,533,4,5,45
45049920100,1601,1126,475,0,0,0,1005,4,510,5,3,74
45049920201,2464,1999,463,2,0,0,868,28,1482,1,6,79
45049920202,2131,1614,512,5,0,0,1025,31,1001,4,0,70
45049920300,1732,1328,403,1,0,0,588,12,1087,5,2,38
45049920401,477,457,20,0,0,0,36,1,435,0,0,5
45049920402,3101,2507,592,2,0,0,1279,31,1677,4,2,108
45049920500,1334,1217,116,1,0,0,244,3,1072,0,3,12
45077010100,2549,527,1792,230,0,0,2274,45,18,9,24,179
45077010201,1324,326,878,120,0,0,1146,21,9,9,19,120
45077010202,2122,469,1410,243,0,0,1981,25,15,4,7,90
45077010301,2247,450,1572,225,0,0,2071,26,8,10,15,117
45077010302,1861,393,1260,208,0,0,1696,33,21,3,11,97
45077010401,1220,241,852,127,0,0,1124,17,3,4,5,67
45077010403,1410,274,1028,108,0,0,1284,21,25,2,14,64
45077010404,1251,405,741,105,0,0,922,37,247,2,2,41
45077010405,2445,479,1724,242,0,0,2245,30,55,6,15,94
45077010501,1936,355,1373,208,0,0,1805,22,3,4,7,95
45077010502,2005,453,1329,223,0,0,1799,30,81,3,9,83
45077010601,2289,499,1490,300,0,0,2109,32,35,6,7,100
45077010603,2500,584,1667,249,0,0,2209,48,69,9,21,144
45077010604,2261,567,1425,269,0,0,1945,58,121,12,16,109
45077010700,2892,689,1860,343,0,0,2554,93,84,10,19,132
45077010802,2482,871,1267,344,0,0,1882,95,341,19,7,138
45077010803,2520,899,1279,342,0,0,2005,87,297,2,13,116
45077010804,2305,688,1351,266,0,0,1864,73,228,18,13,109
45077010805,1631,566,891,174,0,0,1139,59,320,1,12,100
45077010806,1206,474,564,168,0,0,902,42,187,2,5,68
45077010901,3365,952,2058,355,0,0,2746,150,247,25,26,171
45077010903,3905,1050,2438,417,0,0,3164,155,299,44,34,209
45077010904,3167,794,2073,300,0,0,2554,119,204,46,42,202
45077010905,2687,673,1782,232,0,0,2232,82,190,20,14,149
45077011001,1838,449,1151,238,0,0,1600,49,58,14,7,110
45077011003,1548,404,954,190,0,0,1406,25,17,3,8,89
45077011004,2475,641,1562,272,0,0,2148,61,122,7,12,125
45077011005,1737,472,1050,215,0,0,1446,44,131,6,7,103
45077011101,1913,671,1079,163,0,0,1544,58,121,42,16,132
45077011103,759,222,438,99,0,0,673,6,33,2,7,38
45077011104,1341,646,398,297,0,0,890,55,258,15,20,103
45077011105,1408,611,564,233,0,0,991,82,230,7,16,82
45077011202,156,89,45,22,0,0,106,3,31,2,1,13
45077011204,1998,958,729,311,0,0,1437,63,304,40,17,137
45077011205,1090,456,433,201,0,0,895,18,52,17,21,87
45077011206,2213,916,1090,207,0,0,1726,54,225,36,21,151
45077011207,2411,825,1366,220,0,0,1899,54,116,97,57,188
45057010100,2412,881,1231,300,0,0,2021,30,221,11,12,117
45057010201,1383,580,659,144,0,0,1103,14,218,0,1,47
45057010202,2565,1062,1231,272,0,0,1912,27,510,6,9,101
45057010300,3596,1714,1589,293,0,0,2427,29,1002,5,4,129
45057010400,2222,1166,846,210,0,0,1392,46,665,7,5,107
45057010500,2407,1610,616,181,0,0,1251,63,998,3,9,83
45057010600,3311,1852,1172,287,0,0,1944,96,1115,10,15,131
45057010700,2223,2013,152,58,0,0,338,38,1822,4,2,19
45057010800,1336,1024,254,58,0,0,539,44,689,5,3,56
45057010900,2575,1089,1235,251,0,0,1821,55,528,43,17,111
45057011001,3560,1547,1650,363,0,0,2478,62,814,3,13,190
45057011002,3604,1460,1724,420,0,0,2811,94,477,11,19,192
45057011100,3646,1674,1673,299,0,0,2417,55,990,14,23,147
45057011203,1901,731,929,241,0,0,1215,119,241,82,67,177
45057011204,4234,1752,1982,500,0,0,2896,331,379,128,107,393
45057011205,5328,2165,2365,798,0,0,3564,398,670,136,122,438
45057011206,1240,404,664,172,0,0,905,76,97,12,19,131
45057011207,2276,873,1151,252,0,0,1582,159,256,31,46,202
45057011208,3173,1118,1710,345,0,0,2414,155,206,43,65,290
45057011209,7464,2497,4435,532,0,0,5836,218,518,70,106,716
45057011210,2566,1077,1239,250,0,0,1658,228,362,33,40,245
45057011211,507,201,253,53,0,0,315,13,113,3,18,45
45065920100,2122,653,1332,137,0,0,1542,22,358,11,16,173
45065920200,2953,1775,965,213,0,0,1306,19,1514,5,3,106
45065920300,1645,693,791,161,0,0,987,13,581,4,1,59
45071950100,2565,767,1521,277,0,0,1770,46,526,2,7,214
45071950201,1254,704,437,113,0,0,555,77,562,2,5,53
45071950203,2149,1215,740,194,0,0,1072,115,879,13,10,60
45071950204,2132,865,1016,251,0,0,1385,85,511,10,13,128
45071950300,1976,629,1005,342,0,0,1349,25,496,1,7,98
45071950502,2804,1972,623,209,0,0,919,71,1734,8,7,65
45071950601,3373,1110,1866,397,0,0,2291,84,806,6,15,171
45071950603,1869,458,1167,244,0,0,1429,18,296,5,5,116
45071950604,3281,564,2373,344,0,0,2799,47,186,5,31,213
45071950700,2912,1312,1301,299,0,0,1723,62,985,5,9,128
45081960100,1535,417,901,217,0,0,1213,35,215,2,3,67
45081960201,2781,1357,1202,222,0,0,1525,137,1023,3,5,88
45081960202,2030,1086,786,158,0,0,1053,67,842,3,3,62
45081960301,2120,501,1371,248,0,0,1673,25,273,6,4,139
45081960302,1438,281,1004,153,0,0,1290,26,45,1,5,71
45081960400,1522,695,688,139,0,0,857,33,562,7,5,58
45079000100,1244,1213,27,4,0,0,81,21,1120,6,6,10
45079000200,1008,924,50,34,0,0,144,16,814,1,7,26
45079000300,1801,1755,41,5,0,0,130,24,1630,2,2,13
45079000400,1317,1108,142,67,0,0,415,13,817,8,10,54
45079000500,1372,1345,20,7,0,0,48,10,1308,1,2,3
45079000600,1670,1186,312,172,0,0,1037,53,421,24,24,111
45079000700,1324,931,276,117,0,0,857,40,302,10,21,94
45079000900,1340,1307,21,12,0,0,36,8,1292,1,1,2
45079001000,2647,2566,33,48,0,0,111,25,2488,4,6,13
45079001100,2742,1973,581,188,0,0,1295,45,1258,6,26,112
45079001200,1361,678,597,86,0,0,1182,20,63,4,16,76
45079001300,1387,1346,28,13,0,0,99,11,1250,10,8,9
45079001600,1003,624,181,198,0,0,614,39,252,20,16,62
45079002100,1845,1229,423,193,0,0,1299,48,303,24,32,139
45079002200,909,627,210,72,0,0,654,13,174,5,3,60
45079002300,1822,857,901,64,0,0,1605,35,17,5,11,149
45079002400,3141,1333,1653,155,0,0,2636,52,147,27,37,242
45079002500,2689,1733,755,201,0,0,2151,57,181,20,41,239
45079002602,1950,1300,404,246,0,0,1363,37,366,11,30,143
45079002605,3027,2261,467,299,0,0,1524,76,1241,16,24,146
45079002700,1597,1074,374,149,0,0,1244,44,69,38,35,167
45079002800,1283,791,131,361,0,0,881,34,212,19,18,119
45079002900,530,346,86,98,0,0,380,19,55,8,10,58
45079003000,984,667,185,132,0,0,642,24,198,20,16,84
45079003100,1285,956,78,251,0,0,541,45,596,10,13,80
45079010104,3384,2037,1116,231,0,0,1713,93,1418,19,12,129
45079010105,4128,3399,554,175,0,0,993,149,2826,19,23,118
45079010106,4357,2889,1241,227,0,0,1875,172,2053,48,23,186
45079010107,7433,5134,2001,298,0,0,3014,262,3668,114,62,313
45079010108,3854,3332,395,127,0,0,652,118,2972,26,18,68
45079010109,4238,3737,379,122,0,0,621,193,3279,36,34,75
45079010200,4163,2562,1361,240,0,0,2041,87,1857,13,20,145
45079010304,4624,3386,814,424,0,0,1727,136,2499,36,28,198
45079010305,4894,2820,1655,419,0,0,2617,147,1790,52,51,237
45079010308,4404,2189,1904,311,0,0,2710,94,1134,110,70,286
45079010310,4004,1242,2476,286,0,0,3312,102,178,37,54,321
45079010311,4742,1902,2455,385,0,0,3528,132,626,87,49,320
45079010312,3877,1727,1918,232,0,0,2730,113,658,75,42,259
45079010313,4145,1441,2414,290,0,0,3278,89,383,29,45,321
45079010314,3117,1678,1176,263,0,0,1829,109,875,45,43,216
45079010315,3294,2085,981,228,0,0,1586,70,1454,22,16,146
45079010403,2185,1699,312,174,0,0,814,56,1193,12,19,91
45079010407,2798,2453,257,88,0,0,462,37,2233,8,14,44
45079010408,24,9,3,12,0,0,12,1,8,0,1,2
45079010411,1851,1721,95,35,0,0,305,54,1432,6,11,43
45079010412,1936,1607,208,121,0,0,467,39,1357,18,11,44
45079010413,1069,890,72,107,0,0,284,24,715,6,9,31
45079010414,3053,2717,188,148,0,0,561,65,2329,21,11,66
45079010501,1035,697,260,78,0,0,410,21,534,11,11,48
45079010502,614,602,10,2,0,0,21,6,582,0,3,2
45079010600,2867,2798,61,8,0,0,112,36,2690,3,8,18
45079010701,1819,1792,21,6,0,0,45,8,1755,0,1,10
45079010702,2775,2658,88,29,0,0,140,34,2577,1,7,16
45079010703,2541,2505,31,5,0,0,25,8,2499,4,3,2
45079010803,1387,1260,83,44,0,0,168,38,1134,8,22,17
45079010804,1639,1571,46,22,0,0,82,15,1529,0,5,8
45079010805,1369,1260,54,55,0,0,141,17,1183,1,8,19
45079010806,264,173,23,68,0,0,81,2,165,2,5,9
45079010900,1660,1646,13,1,0,0,14,21,1617,0,4,4
45079011000,1107,1057,32,18,0,0,60,8,1025,0,4,10
45079011101,2446,1691,602,153,0,0,1373,52,855,21,30,115
45079011102,2772,1348,1251,173,0,0,2124,55,366,17,26,184
45079011201,1553,733,751,69,0,0,1317,26,80,8,12,110
45079011202,2695,1351,1142,202,0,0,2061,40,339,20,23,212
45079011303,2868,2547,230,91,0,0,491,78,2188,35,20,56
45079011304,2837,2509,233,95,0,0,415,138,2162,33,43,46
45079011305,2640,2148,397,95,0,0,653,240,1650,31,10,56
45079011306,2844,1600,1105,139,0,0,1873,70,576,51,39,235
45079011307,1777,1210,494,73,0,0,908,56,682,15,15,101
45079011407,3728,2288,1206,234,0,0,1694,150,1456,149,66,213
45079011411,3084,2032,906,146,0,0,1422,102,1314,33,45,168
45079011412,3293,2569,562,162,0,0,888,139,2030,100,48,88
45079011413,5852,3697,1810,345,0,0,2644,193,2323,221,146,325
45079011414,3398,2295,903,200,0,0,1501,157,1475,64,44,157
45079011417,5547,4781,618,148,0,0,962,204,4224,48,24,85
45079011418,2712,1852,728,132,0,0,1152,86,1283,47,30,114
45079011419,3457,2700,627,130,0,0,1028,156,2113,35,22,103
45079011420,2685,2224,360,101,0,0,633,83,1836,19,30,84
45079011421,2972,2652,233,87,0,0,480,74,2352,10,12,44
45079011422,2963,2048,732,183,0,0,1345,141,1264,60,33,120
45079011423,5876,4753,890,233,0,0,1464,234,3838,131,49,160
45079011424,4815,3682,934,199,0,0,1480,183,2877,80,48,147
45079011425,2946,2036,743,167,0,0,1169,114,1483,31,31,118
45079011501,48,33,3,12,0,0,16,6,20,2,1,3
45079011502,293,236,30,27,0,0,78,36,159,0,1,19
45079011603,3617,2039,1361,217,0,0,2414,98,769,56,40,240
45079011604,4283,2202,1839,242,0,0,3270,94,492,72,60,295
45079011606,3379,2689,572,118,0,0,1027,81,2165,16,12,78
45079011607,2305,1960,202,143,0,0,520,98,1576,41,16,54
45079011608,4662,3621,787,254,0,0,1517,122,2840,28,36,119
45079011701,1663,1375,87,201,0,0,537,40,996,13,12,65
45079011702,2025,1940,55,30,0,0,82,19,1910,3,3,8
45079011801,2211,2000,175,36,0,0,303,15,1849,5,6,33
45079011802,2337,2225,97,15,0,0,163,14,2137,2,7,14
45079011901,5495,4819,508,168,0,0,865,114,4392,10,22,92
45079011902,3236,2139,847,250,0,0,1445,105,1521,12,12,141
45079012000,3467,2798,516,153,0,0,882,50,2438,0,11,86
45079980100,51,43,1,7,0,0,8,0,43,0,0,0
